householdid,productid,storeid,transactiontime,daydate,loyaltydiscount,coupondiscount,couponmatchdiscount,salesvalue,productdesc,productsubdesc,displayadtypedesc
607,883404,372,5:23 PM,Jul 9,-0.41,0,0,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
605,942778,448,7:04 PM,Jul 21,-0.99,0,0,2,CRACKERS/MISC BKD FD,SNACK CRACKERS,In-Aisle
786,981760,339,8:07 AM,Jan 25,-2.4,0,0,4.74,EGGS,EGGS - X-LARGE,Rear Aisle
647,8090536,343,10:00 PM,Mar 4,-6.27,-2.5,0,7.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
718,994928,324,1:25 PM,Mar 5,-0.03,0,0,0.84,EGGS,EGGS - MEDIUM,Rear Aisle
718,1098066,324,1:25 PM,Mar 5,-0.08,0,0,1.21,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,In-Aisle
712,1017127,448,10:48 AM,Apr 10,-1.33,0,0,3,COLD CEREAL,ALL FAMILY CEREAL,Rear End Cap
762,1054262,31862,12:50 PM,Apr 21,-0.14,0,0,2,COLD CEREAL,KIDS CEREAL,Rear End Cap
696,5569327,31742,11:45 AM,Apr 21,0,0,0,2.75,BAG SNACKS,TORTILLA/NACHO CHIPS,Other Location Display
630,1066289,306,4:26 PM,May 3,-0.79,0,0,1,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,Front End Cap
622,895680,298,6:59 PM,Sep 13,-8.17,0,0,8,FROZEN PIZZA,PIZZA/TRADITIONAL,Front End Cap
788,1071342,360,3:36 PM,May 20,-5.2,0,0,2.98,COLD CEREAL,ALL FAMILY CEREAL,Front End Cap
771,957089,424,12:21 PM,Jul 22,-1.39,0,0,2.5,COLD CEREAL,KIDS CEREAL,Front End Cap
786,8291322,339,4:54 PM,May 26,-0.49,0,0,3.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Other Location Display
696,1003188,31742,5:49 PM,Aug 3,-0.96,0,0,5,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,Front End Cap
725,896369,400,9:18 AM,Sep 18,-0.5,0,0,1.29,PNT BTR/JELLY/JAMS,PEANUT BUTTER,Other Location Display
699,922663,408,1:20 PM,Sep 2,-0.1,0,0,2.29,SHORTENING/OIL,COOKING SPRAYS,Other Location Display
715,1080414,389,8:00 AM,Aug 8,-2.31,0,0,3,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,In-Aisle
762,909249,31862,6:11 AM,Jun 21,0,0,0,2.89,CONVENIENT BRKFST/WHLSM SNACKS,CEREAL BARS,In-Aisle
722,1051402,359,4:36 PM,Oct 11,-0.19,0,0,1,BAKING NEEDS,BREADINGS  COATINGS CRUMBS,Rear End Cap
696,859075,31742,2:21 PM,Oct 17,-0.34,0,0,5,CHEESE,SHREDDED CHEESE,Other Location Display
718,1065380,324,4:36 PM,Aug 17,0,0,0,2.5,BAG SNACKS,PRETZELS,In-Aisle
699,1125391,408,4:08 PM,Feb 26,-1.8,0,0,1.99,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,Front End Cap
768,1098066,323,6:26 AM,Jun 18,0,0,0,0.99,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,Other Location Display
712,981760,448,9:46 AM,Sep 26,-0.19,0,0,1,EGGS,EGGS - X-LARGE,Rear Aisle
797,1029743,450,4:42 PM,Aug 27,0,0,0,2.49,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Other Location Display
712,999104,31742,10:39 AM,Sep 27,-1.71,0,0,1.98,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,Rear Aisle
716,851468,400,1:22 PM,Nov 26,-0.1,0,0,1.75,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,In-Shelf
718,1134058,327,11:13 AM,Feb 19,-2,-0.5,-0.5,1.49,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,Front End Cap
755,916993,388,6:16 PM,Feb 20,-0.4,0,0,1.99,MILK BY-PRODUCTS,COTTAGE CHEESE,In-Aisle
699,9827565,408,6:46 PM,Jan 9,-1.19,0,0,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,Front End Cap
768,834117,323,9:57 AM,Apr 21,0,0,0,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,Other Location Display
768,834117,323,1:31 PM,Apr 26,0,0,0,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,Other Location Display
718,9527160,324,5:14 PM,May 10,-0.19,-1,0,1.81,BAG SNACKS,POTATO CHIPS,Side-Aisle End Cap
733,5569471,356,4:25 PM,May 11,-5.07,0,0,9,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
712,999714,448,9:42 AM,Jun 16,-0.5,0,0,2.09,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,In-Aisle
764,968164,33923,4:06 PM,Nov 13,-1.89,0,0,2.5,SNACK NUTS,VAC PAC NUTS(CANS),Side-Aisle End Cap
718,859075,324,7:13 AM,Mar 1,-0.18,0,0,2.51,CHEESE,SHREDDED CHEESE,In-Aisle
647,5564906,384,4:15 PM,Mar 4,-0.7,0,0,1.99,FRZN POTATOES,FRZN TATER TOTS/OTHER EXTRUDED,Rear End Cap
788,8090537,360,9:54 AM,Mar 5,-2.09,0,0,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
788,1118033,360,10:11 AM,Apr 15,-1.2,0,0,2.79,ICE CREAM/MILK/SHERBTS,TRADITIONAL,Front End Cap
718,5569309,324,7:47 PM,Jun 28,0,0,0,3.99,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,Side-Aisle End Cap
607,1092363,372,5:00 PM,Jun 29,-4,0,0,7.98,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,Rear Aisle
607,837751,402,9:29 PM,Jul 15,-1.79,0,0,2,COLD CEREAL,KIDS CEREAL,Rear End Cap
680,991546,424,4:40 PM,Jul 20,-1.19,0,0,2.5,SHORTENING/OIL,CANOLA OILS,In-Aisle
712,842140,448,3:06 PM,Mar 3,-1.29,0,0,1.5,CHEESE,SHREDDED CHEESE,In-Aisle
712,842140,448,10:58 AM,Mar 8,-1.29,0,0,1.5,CHEESE,SHREDDED CHEESE,In-Aisle
647,8090536,343,4:47 PM,Mar 8,-10.45,-2.5,0,12.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
601,6553452,306,2:41 PM,Dec 27,0,0,0,1.99,COLD CEREAL,KIDS CEREAL,Side-Aisle End Cap
715,12696183,389,1:19 PM,Feb 19,-1.08,0,0,0.99,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
771,1133018,318,4:12 PM,Apr 29,-0.79,0,0,1,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Rear Aisle
647,9416729,343,6:28 PM,Oct 7,-3.29,0,0,3.29,HOT DOGS,PREMIUM - MEAT,In-Aisle
741,962671,315,4:16 PM,Oct 26,-2.11,0,0,1.88,ICE CREAM/MILK/SHERBTS,TRADITIONAL,Front End Cap
779,937292,343,11:50 AM,Oct 26,-2.98,0,0,5,BACON,ECONOMY,In-Aisle
733,1022003,356,7:05 PM,Dec 4,0,0,0,1.32,SOUP,CONDENSED SOUP,Rear End Cap
605,1106523,369,12:53 PM,Oct 17,0,0,0,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Other Location Display
733,5569471,356,3:05 PM,Apr 13,-10.95,-2.5,0,12.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
766,994825,322,4:50 PM,May 15,0,0,0,6.49,BEERS/ALES,BEERALEMALT LIQUORS,Side-Aisle End Cap
718,981760,324,3:53 PM,May 15,-0.09,0,0,1.3,EGGS,EGGS - X-LARGE,Side-Aisle End Cap
661,1124729,427,1:38 AM,Jun 3,-0.3,0,0,0.3,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,In-Aisle
768,871440,323,6:16 AM,Sep 18,-1.18,0,0,2,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,Front End Cap
768,9837544,323,8:53 AM,Jul 8,-1.07,0,0,1,CHRISTMAS  SEASONAL,SEASONAL CANDY BAGS-CHOCOLATE,Front Aisle
647,8090521,438,7:43 PM,Mar 22,-6.27,0,0,7.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,In-Aisle
647,968057,343,9:14 PM,Nov 24,0,0,0,1,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,Rear End Cap
762,948891,391,8:58 PM,Apr 7,0,0,0,2.99,DRIED FRUIT,DRIED FRUIT - OTHER,Side-Aisle End Cap
661,1138292,427,10:54 AM,Feb 10,-0.39,0,0,3.54,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,Other Location Display
768,9526410,323,4:23 PM,Apr 18,0,0,0,2,BAG SNACKS,POTATO CHIPS,In-Aisle
761,862732,343,10:42 PM,May 10,-0.71,0,0,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
718,911609,324,4:06 PM,Jun 16,0,0,0,3.74,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,Rear End Cap
766,976511,333,3:06 PM,Aug 7,-0.19,0,0,1,POPCORN,POPCORN - MICROWAVE,Rear End Cap
605,15596705,369,7:10 PM,Nov 14,-3.02,0,0,2.77,COLD CEREAL,KIDS CEREAL,Rear End Cap
741,999730,315,5:56 PM,Oct 5,-0.3,0,0,1.29,SOUP,DRY SOUP,Other Location Display
788,1108131,360,11:13 AM,Oct 18,0,0,0,2.09,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Other Location Display
699,12577433,408,7:05 PM,Oct 27,-0.29,0,0,2,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,Side-Aisle End Cap
786,1133018,339,10:26 AM,Oct 12,-0.2,0,0,1.79,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Other Location Display
740,898212,404,10:57 AM,Aug 23,0,0,0,1.69,BAG SNACKS,TORTILLA/NACHO CHIPS,Other Location Display
631,942475,389,4:40 PM,Jun 28,-4.87,0,0,5,COFFEE,GROUND COFFEE,In-Shelf
661,1138292,427,4:17 PM,Nov 18,-0.42,0,0,3.73,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,Other Location Display
761,1106523,343,9:30 PM,Jan 31,-2.04,0,0,3.34,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
706,1089381,32004,6:41 PM,Feb 6,0,0,0,1,BAG SNACKS,PRETZELS,Front Aisle
718,956609,324,10:32 AM,Apr 8,-3.34,0,0,2,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,Rear Aisle
661,1138292,427,3:24 PM,Feb 14,-0.39,0,0,3.54,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,Other Location Display
631,1098066,389,12:20 PM,Mar 15,-0.3,0,0,0.99,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,In-Aisle
718,877662,324,6:05 PM,Dec 31,0,0,0,2.99,POPCORN,POPCORN - MICROWAVE,Front End Cap
788,12172355,360,12:33 PM,Mar 17,-0.49,0,0,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),Other Location Display
740,981760,404,7:43 PM,May 31,-0.19,0,0,0.79,EGGS,EGGS - X-LARGE,In-Aisle
605,965772,369,10:30 AM,Sep 26,-1.58,0,0,7,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,Mid-Aisle End Cap
725,13190673,400,4:34 PM,Aug 13,0,0,0,0.66,CANDY - PACKAGED,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
706,985893,343,7:48 PM,Oct 27,0,0,0,1.99,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Front Aisle
715,1038217,389,8:16 PM,Nov 29,-0.39,0,0,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),Front End Cap
788,930917,360,12:47 PM,May 13,-0.39,0,0,1,MEAT - SHELF STABLE,PASTA: CANNED,In-Shelf
761,881859,343,6:07 PM,Aug 6,-1,0,0,5.99,BABY HBC,BABY WIPES,Rear End Cap
692,1098066,335,3:48 PM,Jun 14,-0.33,0,0,2.64,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,Other Location Display
771,982960,359,11:07 AM,Aug 31,-1.18,0,0,1.2,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,In-Shelf
718,883404,324,6:53 PM,Jul 12,-0.18,0,0,2.4,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,Other Location Display
761,1042438,343,11:38 AM,Jul 13,-0.68,0,0,2,COOKIES/CONES,SANDWICH COOKIES,Rear End Cap
607,9837074,372,6:39 PM,Sep 9,0,0,0,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Front Aisle
762,9854913,31862,8:01 AM,Jan 20,-0.85,0,0,0.84,DIETARY AID PRODUCTS,DIET CNTRL BARS NUTRITIONAL,Side-Aisle End Cap
787,5569230,389,11:21 AM,Apr 16,-1.38,0,0,8,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Rear Aisle
718,1019883,324,8:03 PM,Apr 12,-3.98,0,0,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,Rear End Cap
699,966684,408,1:14 PM,Nov 13,-2.49,0,0,4.5,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,In-Aisle
761,913785,343,1:07 PM,Nov 19,-0.62,0,0,1,CONDIMENTS/SAUCES,CATSUP,Rear End Cap
661,1138292,427,7:41 PM,Nov 22,-0.42,0,0,3.73,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,Other Location Display
762,15597009,31862,12:50 PM,Apr 21,-1.18,0,0,2,COLD CEREAL,ALL FAMILY CEREAL,Rear End Cap
762,938319,31862,6:03 PM,Oct 2,-0.3,0,0,3.29,FROZEN MEAT,FRZN BURGERS/BBQ/MEATBALL,Rear Aisle
779,1092933,343,9:24 PM,Jul 23,0,0,0,5.99,DOMESTIC WINE,POPULAR 750ML WINES,Other Location Display
762,1135295,391,8:08 PM,Sep 15,0,0,0,5.99,DOMESTIC WINE,FIGHTING VARIETAL WINES,Side-Aisle End Cap
696,7466952,31742,4:59 PM,Aug 4,0,0,0,1.39,MARGARINES,MARGARINE: TUBS AND BOWLS,Rear Aisle
718,859010,324,6:31 PM,Sep 3,-0.71,0,0,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,Side-Aisle End Cap
696,1126899,31742,8:16 PM,Aug 10,-0.82,0,0,4.76,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
630,833025,306,12:39 PM,Apr 5,-0.79,0,0,1,MILK BY-PRODUCTS,SOUR CREAMS,In-Shelf
718,857849,324,11:03 AM,Mar 12,-0.9,0,0,0.88,MARGARINES,MARGARINE  STICK,Other Location Display
718,857849,324,1:42 PM,Mar 13,-0.9,0,0,0.88,MARGARINES,MARGARINE  STICK,Other Location Display
718,857849,324,6:35 PM,Mar 15,-0.9,0,0,0.88,MARGARINES,MARGARINE  STICK,Other Location Display
725,1135573,400,12:41 PM,May 8,-0.49,0,0,2.5,BAG SNACKS,TORTILLA/NACHO CHIPS,Other Location Display
788,1112754,360,2:13 PM,Sep 12,0,0,0,2.09,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Front End Cap
725,940726,400,2:26 PM,Jul 4,-1.29,0,0,1,LUNCHMEAT,MISCELLANEOUS,Rear Aisle
661,954086,427,10:44 PM,Jul 7,0,0,0,2.49,COLD CEREAL,KIDS CEREAL,Rear End Cap
761,866102,445,12:05 PM,Feb 27,0,0,0,5.99,MEAT - MISC,MEAT SNACKS,Other Location Display
601,8090532,32004,5:55 PM,Mar 27,0,0,0,4.59,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Front Aisle
741,842140,315,4:30 PM,Nov 30,-1.12,0,0,1.67,CHEESE,SHREDDED CHEESE,Side-Aisle End Cap
786,1106523,339,9:34 AM,Feb 9,0,0,0,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Front End Cap
740,971949,404,1:37 PM,Feb 9,-0.18,0,0,1.67,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,Front Aisle
712,1109832,448,12:45 PM,Dec 17,-1.98,0,0,4,COOKIES,COOKIES: REGULAR,Rear Aisle
764,941361,33923,9:35 PM,Apr 23,0,0,0,4.99,MELONS,WATERMELON SEEDLESS WHOLE,Other Location Display
766,981760,333,3:50 PM,Apr 26,-0.35,0,0,0.79,EGGS,EGGS - X-LARGE,In-Aisle
753,5569230,367,11:13 PM,May 15,-0.69,0,0,4,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Other Location Display
797,1054262,450,3:41 PM,Aug 5,-0.64,0,0,1.5,COLD CEREAL,KIDS CEREAL,In-Aisle
712,901397,448,11:36 AM,Nov 7,-1,0,0,4.99,LAUNDRY ADDITIVES,FABRIC SOFTENER LIQUID,Rear End Cap
786,972665,339,4:36 PM,Nov 10,0,0,0,3.79,BREAKFAST SAUSAGE/SANDWICHES,OTHER,Other Location Display
630,923746,306,3:38 PM,Apr 18,-0.14,0,0,1.45,EGGS,EGGS - LARGE,In-Aisle
718,960942,324,3:38 PM,Apr 3,-1.69,0,0,1,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,In-Shelf
718,9526619,324,3:38 PM,Apr 3,-0.71,0,0,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,In-Aisle
718,1010440,324,1:22 PM,Mar 27,-1,0,0,5,FROZEN PIZZA,SANDWICHES&HANDHELDS,Rear End Cap
768,820321,384,6:20 PM,May 11,-2.2,0,0,2.79,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,In-Aisle
722,10204279,359,4:20 PM,May 20,0,0,0,3.79,SOAP - LIQUID & BAR,LIQUID SOAP,Front Aisle
771,1050229,352,11:45 AM,Sep 14,-0.06,0,0,0.6,SOUP,CONDENSED SOUP,Rear End Cap
712,951590,448,10:48 AM,Aug 20,-0.4,0,0,1.29,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,Other Location Display
692,9836526,335,2:18 PM,Aug 20,-2.99,0,0,2.99,LUNCHMEAT,POULTRY,Rear Aisle
761,951190,343,6:38 PM,Oct 11,-0.13,0,0,1.99,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,Rear End Cap
768,1118533,323,10:52 PM,Jun 29,-0.26,0,0,1.18,MARGARINES,MARGARINE: TUBS AND BOWLS,In-Aisle
725,883404,400,11:26 AM,Feb 26,-0.6,0,0,1.98,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
725,1014860,400,2:08 PM,Feb 5,-0.62,0,0,0.77,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Rear Aisle
753,12386079,396,4:07 PM,Dec 11,-3,0,0,13.99,PAPER TOWELS,PAPER TOWELS & HOLDERS,Rear End Cap
725,892008,400,2:56 PM,Feb 15,0,0,0,2,MEAT - SHELF STABLE,PASTA: CANNED,In-Shelf
630,981760,306,11:10 AM,Apr 28,-0.3,0,0,0.79,EGGS,EGGS - X-LARGE,In-Aisle
771,890610,293,9:29 AM,Apr 30,-1.29,0,0,1,BREAKFAST SWEETS,SW GDS: SW ROLLS/DAN,Front Aisle
741,839419,315,3:28 PM,Jun 1,-3,0,0,5.99,MEAT - MISC,BREAST - BONELESS(IQF),Other Location Display
712,15926886,448,10:27 AM,Sep 27,0,0,0,2.5,BAG SNACKS,POTATO CHIPS,Other Location Display
605,7441558,369,1:23 PM,Oct 29,0,0,0,0.6,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,Other Location Display
680,952972,424,7:38 PM,Nov 28,-2.38,0,0,5,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,Front End Cap
696,1087605,31742,7:29 PM,Dec 3,0,0,0,3.49,CONVENIENT BRKFST/WHLSM SNACKS,CEREAL BARS,In-Aisle
661,5569230,427,3:13 PM,Dec 6,-1.69,0,0,3,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,Front End Cap
647,1128299,343,6:36 PM,Aug 8,-0.1,0,0,1.29,SOUP,BOUILLON,In-Shelf
755,921744,388,2:32 PM,Jun 13,0,0,0,1.05,BAG SNACKS,TORTILLA/NACHO CHIPS,Other Location Display
630,823704,306,8:28 PM,Sep 1,-1.29,0,0,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,Rear Aisle
764,989411,33923,9:07 PM,Apr 16,-0.98,0,0,4.5,FROZEN PIZZA,PIZZA/PREMIUM,Front End Cap
786,972665,339,8:07 AM,Jan 25,0,0,0,3.59,BREAKFAST SAUSAGE/SANDWICHES,OTHER,Other Location Display
607,1042438,375,7:17 PM,Nov 21,-0.68,0,0,2,COOKIES/CONES,SANDWICH COOKIES,Rear End Cap
740,960732,370,4:30 PM,Nov 23,-1.49,0,0,2.5,COLD CEREAL,ALL FAMILY CEREAL,Rear End Cap
630,981760,306,4:26 PM,May 3,-0.3,0,0,0.79,EGGS,EGGS - X-LARGE,In-Aisle
605,1058997,369,1:56 PM,Jul 13,-0.35,0,0,1.5,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Other Location Display
605,5591538,369,4:29 PM,Sep 12,-0.44,0,0,1.25,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,In-Aisle
647,887618,343,2:58 PM,Aug 22,-0.8,0,0,1.39,BAKING MIXES,FROSTING,Rear End Cap
725,5568378,400,9:18 AM,Sep 18,-0.87,0,0,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,Side-Aisle End Cap
696,1098066,31742,6:17 PM,Jun 19,-0.3,0,0,0.99,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,In-Aisle
706,1049897,384,7:09 PM,Oct 10,-0.51,0,0,0.88,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,In-Aisle
696,1003188,31742,5:58 PM,Oct 13,0,0,0,6.36,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,Other Location Display
761,960791,343,12:36 PM,Oct 18,-4.02,0,0,3.76,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,Front End Cap
786,972665,339,9:09 AM,Nov 16,0,0,0,3.79,BREAKFAST SAUSAGE/SANDWICHES,OTHER,Other Location Display
788,1022003,360,11:57 AM,Nov 17,0,0,0,6.6,SOUP,CONDENSED SOUP,Front End Cap
788,1022003,360,8:35 PM,Nov 23,0,0,0,5.94,SOUP,CONDENSED SOUP,Front End Cap
607,874736,372,5:50 PM,Mar 11,-0.4,0,0,0.59,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Other Location Display
699,1050741,408,7:47 PM,May 2,-2,0,0,5.99,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,In-Aisle
607,874736,372,10:37 PM,Mar 15,-0.4,0,0,0.59,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Other Location Display
607,874736,372,7:01 PM,Mar 17,-0.4,0,0,0.59,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,Other Location Display
786,889779,339,6:05 PM,Oct 31,0,0,0,1,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,Mid-Aisle End Cap
787,957736,389,10:18 AM,Aug 14,-4.47,0,0,13.5,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,Side-Aisle End Cap
725,893018,400,2:26 PM,Jul 4,-0.99,0,0,2,CHEESE,IWS SINGLE CHEESE,In-Aisle
731,858014,384,4:10 PM,Feb 26,-11.96,0,0,15.98,SINUS AND ALLERGY,SINUS AND ALLERGY,In-Aisle
631,7139529,389,2:22 PM,Apr 4,-0.78,0,0,6,CONDIMENTS/SAUCES,BBQ SAUCE,In-Shelf
718,1054262,324,9:30 PM,Nov 6,-0.59,0,0,2,COLD CEREAL,KIDS CEREAL,Rear End Cap
607,994928,432,9:11 PM,Dec 1,-2.14,0,0,1.34,EGGS,EGGS - MEDIUM,Rear Aisle
712,7139529,448,11:02 AM,Mar 13,-0.39,0,0,3,CONDIMENTS/SAUCES,BBQ SAUCE,Other Location Display
725,883404,400,12:25 PM,Apr 17,-0.41,0,0,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,In-Aisle
718,962764,324,7:31 PM,Feb 22,0,0,0,1,CANDY - PACKAGED,NOVELTY CANDY,Side-Aisle End Cap
661,975604,427,6:00 PM,Jan 10,0,0,0,1,EASTER,SEASONAL MISCELLANEOUS,Other Location Display
725,937276,400,4:07 PM,Jul 18,-0.12,0,0,1.5,SHORTENING/OIL,COOKING SPRAYS,Rear Aisle
771,846114,293,11:34 AM,Sep 2,-0.5,0,0,1.79,DINNER MXS:DRY,STUFFING MIXES,In-Aisle
768,916190,343,1:54 PM,Aug 15,-0.3,0,0,0.99,AIR CARE,AIR CARE - AEROSOLS,Front End Cap
797,885290,450,5:41 PM,Aug 10,-0.1,0,0,1.79,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,In-Aisle
766,9884204,322,5:25 PM,Jun 10,-0.49,0,0,2.5,DINNER SAUSAGE,SMOKED/COOKED - BETTER FOR YOU,Other Location Display
761,1096114,343,1:55 PM,Jun 14,-0.67,0,0,4.5,FEMININE HYGIENE,FEM. HYGN. TAMPONS,Side-Aisle End Cap
764,1071939,368,8:41 AM,Aug 17,-0.19,0,0,1,CHEESE,CREAM CHEESE,In-Aisle
787,999104,443,6:49 PM,Oct 22,-1.35,0,0,2.34,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,In-Aisle
768,898068,323,10:03 PM,Mar 1,-1.02,0,0,1.67,CONDIMENTS/SAUCES,CATSUP,Other Location Display
661,883932,427,8:36 PM,Nov 14,-1.09,0,0,1.5,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),Rear End Cap
718,10150194,324,12:15 PM,Nov 19,-4,0,0,4.99,BATH TISSUES,TOILET TISSUE,Rear End Cap
741,908346,315,12:59 PM,Nov 22,0,0,0,1.58,YOGURT,YOGURT NOT MULTI-PACKS,Side-Aisle End Cap
718,859075,324,5:30 PM,May 21,-0.26,0,0,3.3,CHEESE,SHREDDED CHEESE,In-Aisle
733,1029743,356,7:49 PM,May 25,0,0,0,2.32,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,Other Location Display
768,859075,323,6:24 PM,Sep 27,-0.28,0,0,1.5,CHEESE,SHREDDED CHEESE,In-Aisle
696,7155863,31742,9:34 AM,Jun 11,-0.4,0,0,3.98,CONDIMENTS/SAUCES,BBQ SAUCE,In-Aisle
768,13672065,323,6:18 AM,Jun 12,-0.19,0,0,2.5,MEAT - MISC,NON-MEATS - OTHER,Rear Aisle
699,15716750,408,10:13 AM,Jun 19,-1.3,0,0,12.99,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,Rear End Cap
718,12696183,324,3:11 PM,Nov 16,-0.68,0,0,0.5,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,In-Aisle
