householdid,productid,cartid,storeid,transactiontime,daydate,salesvalue,productdesc,productsubdesc,qty,displayadtypedesc,loyaltydiscount,coupondiscount,couponmatchdiscount
741,871756,33348037694,315,9:32 PM,Mar 9,1.67,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,1,Rear End Cap,-1.48,0,0
605,883404,32204706455,369,11:41 AM,Dec 23,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,In-Aisle,-0.3,0,0
740,942525,33768206705,404,5:02 PM,Apr 1,3.39,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,1,Rear End Cap,0,0,0
740,1114597,33768206705,404,5:02 PM,Apr 1,0.88,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,1,Front Aisle,-0.91,0,0
718,883404,33482526408,324,4:13 PM,Mar 19,1.2,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,Rear End Cap,-0.09,0,0
715,1132280,34837662912,389,5:58 PM,May 22,3,LUNCHMEAT,MISCELLANEOUS,5,Rear Aisle,-0.95,0,0
712,998558,40447695378,448,10:59 AM,Aug 1,2,MEAT - SHELF STABLE,CHILI: CANNED,2,Other Location Display,-1.08,0,0
761,914190,35891900893,343,11:15 AM,Jun 24,6,CHEESE,CREAM CHEESE,6,In-Aisle,-5.94,0,0
761,5585701,35891900893,343,11:15 AM,Jun 24,2.99,CHEESE,SHREDDED CHEESE,1,In-Aisle,-1,0,0
725,883404,42172691328,400,3:04 PM,Dec 4,1.76,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,2,Other Location Display,-0.82,0,0
715,857849,27817336138,389,12:49 PM,Mar 12,0.44,MARGARINES,MARGARINE  STICK,1,In-Aisle,-0.45,0,0
706,9396772,28511647675,384,4:48 PM,May 1,1.5,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,1,Front End Cap,-0.29,0,0
718,883954,27829376048,324,1:12 PM,Mar 13,0.2,CANDY - CHECKLANE,CHEWING GUM,1,Front Aisle,-0.05,0,0
696,9676858,28787832839,31742,9:52 PM,May 21,2.5,CANNED JUICES,SOFT DRINKS 12/18&15PK CAN CAR,1,Rear Aisle,-1.49,0,0
718,1030819,30822797263,327,4:08 PM,Sep 14,1.48,VEGETABLES - SHELF STABLE,PEAS GREEN,2,In-Shelf,-0.1,0,0
601,961458,30531582020,32004,6:07 PM,Aug 22,1,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,1,Rear End Cap,-0.29,0,0
788,12385342,29577970762,313,11:20 AM,Jul 9,0.94,BAKING MIXES,LAYER CAKE MIX,1,Rear End Cap,0,0,0
771,9553031,30662710669,322,12:40 PM,Sep 1,0.5,SOUP,BROTH,1,In-Shelf,-0.19,0,0
712,12132773,30743502275,369,1:19 PM,Sep 7,2.99,PAPER TOWELS,PAPER TOWELS & HOLDERS,1,Mid-Aisle End Cap,0,0,0
740,914190,31085296746,404,2:36 PM,Oct 3,2.5,CHEESE,CREAM CHEESE,2,Side-Aisle End Cap,-1.48,0,0
788,1022119,31723340427,360,11:18 AM,Nov 14,3.75,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,3,Front End Cap,-1.14,0,0
740,1134109,32744562185,370,3:25 PM,Jan 23,4.5,TOYS AND GAMES,PLAYBALLS,3,In-Aisle,0,0,0
622,1032770,31769332087,410,4:56 PM,Nov 17,1.49,CRACKERS/MISC BKD FD,VENDING SIZE/SNGL SERVE CRACKE,1,Rear End Cap,0,0,0
733,892008,31895850710,356,12:22 PM,Nov 27,1,MEAT - SHELF STABLE,PASTA: CANNED,1,Front End Cap,0,0,0
762,823721,33836758189,391,8:58 PM,Apr 7,2.99,CHEESE,GRATED CHEESE,1,In-Aisle,0,0,0
605,943141,33329537755,369,1:14 PM,Mar 7,0.89,SOFT DRINKS,MIXERS(TONIC WTR/CLUB SODA/GNG,1,In-Aisle,0,0,0
786,981760,32445975394,339,9:58 AM,Jan 5,1.19,EGGS,EGGS - X-LARGE,1,Rear Aisle,0,0,0
630,15926886,41957910309,306,9:35 AM,Nov 18,2.5,BAG SNACKS,POTATO CHIPS,1,Side-Aisle End Cap,0,0,0
725,1053763,28941850351,400,1:08 PM,Jun 2,1.2,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,6,Front End Cap,0,0,0
661,1124729,29095003461,427,11:11 PM,Jun 10,0.3,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,In-Aisle,-0.3,0,0
718,10182813,29484475488,324,11:07 AM,Jul 3,2,FROZEN PIZZA,SANDWICHES&HANDHELDS,2,Rear End Cap,-0.98,0,0
725,1098066,31468556432,400,3:07 PM,Oct 30,2,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,2,In-Aisle,-0.58,0,0
718,1071939,31007796780,327,5:07 PM,Sep 27,1.09,CHEESE,CREAM CHEESE,1,In-Aisle,-0.1,0,0
786,1127328,29507795274,339,9:16 AM,Jul 7,1.79,DRIED FRUIT,RAISINS,1,Other Location Display,-0.4,0,0
661,9884675,29712431732,427,3:38 PM,Jul 16,2.5,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,1,In-Aisle,-0.99,0,0
718,1110793,31356350280,324,9:53 AM,Oct 23,0.96,BEANS - CANNED GLASS & MW,VARIETY BEANS - KIDNEY PINTO,2,Rear End Cap,-0.08,0,0
762,1014802,31687101420,31862,4:11 PM,Nov 11,1.25,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,1,Front End Cap,-0.54,0,0
725,893501,32065201280,400,2:16 PM,Dec 11,1.76,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2,In-Aisle,-1.42,0,0
771,1108094,33070706419,424,1:21 PM,Feb 16,23.98,BEERS/ALES,BEERALEMALT LIQUORS,2,Side-Aisle End Cap,0,0,0
731,6533619,32305296792,445,4:16 PM,Dec 30,1,SPRING/SUMMER SEASONAL,MISC HOLIDAYS,1,Rear Aisle,0,0,0
718,8090537,34057502463,324,8:16 PM,Apr 22,5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2,Rear Aisle,-4.18,0,0
788,905539,34577228505,318,5:36 PM,May 14,2.97,DINNER SAUSAGE,SMOKED/COOKED,3,Other Location Display,-3,0,0
706,919948,35080962772,384,5:58 PM,May 28,1,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,1,Rear End Cap,-1,0,0
725,999270,40062112341,400,5:39 PM,Jul 3,2.5,BACON,ECONOMY,1,In-Aisle,-1.49,0,0
715,960942,28111060979,389,11:08 AM,Apr 6,3,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,3,Rear End Cap,-5.07,0,0
755,970119,27732927169,388,5:25 PM,Mar 5,2,MILK BY-PRODUCTS,COTTAGE CHEESE,2,In-Aisle,-1.18,0,0
630,937343,28364692125,306,4:58 PM,Apr 26,2,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,1,Front End Cap,-1.39,0,0
715,8158003,28675626501,354,5:52 PM,May 15,0.99,COOKIES/CONES,SPECIALTY COOKIES,1,Rear End Cap,0,0,0
718,999971,28676021515,324,3:53 PM,May 15,0.89,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,Other Location Display,-0.1,0,0
718,991303,30907213083,324,7:42 PM,Sep 19,4.59,HEAT/SERVE,ENTREES,1,Rear Aisle,-0.4,0,0
706,8090532,29157364719,384,8:31 PM,Jun 14,5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2,In-Aisle,-4.18,0,0
718,833014,29330155489,324,11:03 AM,Jun 26,5.58,SEAFOOD - FROZEN,FRZN GRILLED PORTIONS,2,Rear Aisle,-0.4,0,0
647,951590,31344167729,438,6:10 PM,Oct 21,2.58,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,2,In-Aisle,-1,0,0
605,1029743,31623905620,369,8:14 PM,Nov 6,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Other Location Display,0,0,0
631,1043035,31623971238,380,1:38 PM,Nov 6,2.76,SOFT DRINKS,MIXERS(CLUB SODA/SELTZERS)FLAV,4,Side-Aisle End Cap,-0.8,0,0
718,859075,31623987726,324,9:30 PM,Nov 6,3.44,CHEESE,SHREDDED CHEESE,2,Other Location Display,-0.34,0,0
733,955288,33944917163,356,3:53 PM,Apr 13,1,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Rear End Cap,-1.99,0,0
718,12778374,32006542245,324,6:45 PM,Dec 6,1,ROLLS,ROLLS: BAGELS - LESS THAN 6,1,Front Aisle,-0.69,0,0
718,845078,33660261948,324,6:24 PM,Mar 31,1.67,BAG SNACKS,BAGGED CHEESE SNACKS,1,In-Aisle,-0.82,0,0
706,1115175,40085774592,343,5:21 PM,Jul 5,3.49,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Side-Aisle End Cap,0,0,0
712,904129,34258690326,448,10:33 AM,May 5,6.02,MEAT - MISC,GRND/PATTY - FROZEN,1,Other Location Display,-2.97,0,0
718,883404,40941851904,324,5:37 PM,Sep 12,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,In-Aisle,-0.41,0,0
696,851528,40435917416,31742,5:49 PM,Aug 3,2.99,DISHWASH DETERGENTS,AUTO DISH DETERGENT - GEL,1,Front End Cap,-1.15,0,0
786,972665,35486195204,339,8:34 AM,Jun 8,3.79,BREAKFAST SAUSAGE/SANDWICHES,OTHER,1,Rear Aisle,0,0,0
797,945339,40545316371,450,2:43 PM,Aug 11,12.99,DOMESTIC WINE,PREMIUM 750ML WINES,1,In-Aisle,0,0,0
761,932863,41679306416,343,11:37 AM,Oct 28,5.98,HOT DOGS,PREMIUM - MEAT,4,Front Aisle,-5.98,0,0
680,15596705,42090633195,424,7:38 PM,Nov 28,2.77,COLD CEREAL,KIDS CEREAL,1,Rear End Cap,-3.02,0,0
680,896369,42136087049,424,4:22 PM,Dec 1,1,PNT BTR/JELLY/JAMS,PEANUT BUTTER,1,Rear End Cap,-0.79,0,0
630,923746,28271156628,306,3:38 PM,Apr 18,1.45,EGGS,EGGS - LARGE,1,In-Aisle,-0.14,0,0
718,857849,27817365496,324,11:03 AM,Mar 12,0.88,MARGARINES,MARGARINE  STICK,2,Other Location Display,-0.9,0,0
718,857849,27829376147,324,1:42 PM,Mar 13,0.88,MARGARINES,MARGARINE  STICK,2,Other Location Display,-0.9,0,0
718,857849,27853442317,324,6:35 PM,Mar 15,0.88,MARGARINES,MARGARINE  STICK,2,Other Location Display,-0.9,0,0
718,1010440,27997630983,324,1:22 PM,Mar 27,5,FROZEN PIZZA,SANDWICHES&HANDHELDS,3,Rear End Cap,-1,0,0
647,5564906,27733012736,384,4:15 PM,Mar 4,1.99,FRZN POTATOES,FRZN TATER TOTS/OTHER EXTRUDED,1,Rear End Cap,-0.7,0,0
788,8090537,27733115175,360,9:54 AM,Mar 5,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,In-Aisle,-2.09,0,0
788,1118033,28243215404,360,10:11 AM,Apr 15,2.79,ICE CREAM/MILK/SHERBTS,TRADITIONAL,1,Front End Cap,-1.2,0,0
718,1065380,30241412378,324,4:36 PM,Aug 17,2.5,BAG SNACKS,PRETZELS,1,In-Aisle,0,0,0
699,1125391,33192136305,408,4:08 PM,Feb 26,1.99,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,1,Front End Cap,-1.8,0,0
718,5569309,29353072675,324,7:47 PM,Jun 28,3.99,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,1,Side-Aisle End Cap,0,0,0
607,1092363,29353213409,372,5:00 PM,Jun 29,7.98,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,2,Rear Aisle,-4,0,0
786,981760,32759940153,339,8:07 AM,Jan 25,4.74,EGGS,EGGS - X-LARGE,6,Rear Aisle,-2.4,0,0
647,8090536,33293855439,343,10:00 PM,Mar 4,7.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,3,In-Aisle,-6.27,-2.5,0
718,994928,33294420824,324,1:25 PM,Mar 5,0.84,EGGS,EGGS - MEDIUM,1,Rear Aisle,-0.03,0,0
718,1098066,33294420824,324,1:25 PM,Mar 5,1.21,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,In-Aisle,-0.08,0,0
712,842140,33329925649,448,10:58 AM,Mar 8,1.5,CHEESE,SHREDDED CHEESE,1,In-Aisle,-1.29,0,0
647,8090536,33330279287,343,4:47 PM,Mar 8,12.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,5,In-Aisle,-10.45,-2.5,0
601,6553452,32259391225,306,2:41 PM,Dec 27,1.99,COLD CEREAL,KIDS CEREAL,1,Side-Aisle End Cap,0,0,0
762,1054262,34044930720,31862,12:50 PM,Apr 21,2,COLD CEREAL,KIDS CEREAL,1,Rear End Cap,-0.14,0,0
696,5569327,34044990533,31742,11:45 AM,Apr 21,2.75,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Other Location Display,0,0,0
630,1066289,34204846985,306,4:26 PM,May 3,1,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,1,Front End Cap,-0.79,0,0
622,895680,40969083000,298,6:59 PM,Sep 13,8,FROZEN PIZZA,PIZZA/TRADITIONAL,3,Front End Cap,-8.17,0,0
788,1071342,34762386017,360,3:36 PM,May 20,2.98,COLD CEREAL,ALL FAMILY CEREAL,2,Front End Cap,-5.2,0,0
771,957089,40300495869,424,12:21 PM,Jul 22,2.5,COLD CEREAL,KIDS CEREAL,1,Front End Cap,-1.39,0,0
696,1003188,40435917416,31742,5:49 PM,Aug 3,5,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,4,Front End Cap,-0.96,0,0
725,896369,41109715197,400,9:18 AM,Sep 18,1.29,PNT BTR/JELLY/JAMS,PEANUT BUTTER,1,Other Location Display,-0.5,0,0
699,922663,40813171177,408,1:20 PM,Sep 2,2.29,SHORTENING/OIL,COOKING SPRAYS,1,Other Location Display,-0.1,0,0
647,9416729,41400800193,343,6:28 PM,Oct 7,3.29,HOT DOGS,PREMIUM - MEAT,2,In-Aisle,-3.29,0,0
741,962671,41652861616,315,4:16 PM,Oct 26,1.88,ICE CREAM/MILK/SHERBTS,TRADITIONAL,1,Front End Cap,-2.11,0,0
779,937292,41653236517,343,11:50 AM,Oct 26,5,BACON,ECONOMY,2,In-Aisle,-2.98,0,0
733,1022003,42172607616,356,7:05 PM,Dec 4,1.32,SOUP,CONDENSED SOUP,2,Rear End Cap,0,0,0
607,883404,29577688150,372,5:23 PM,Jul 9,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,In-Aisle,-0.41,0,0
605,942778,30031947761,448,7:04 PM,Jul 21,2,CRACKERS/MISC BKD FD,SNACK CRACKERS,1,In-Aisle,-0.99,0,0
712,842140,33251871323,448,3:06 PM,Mar 3,1.5,CHEESE,SHREDDED CHEESE,1,In-Aisle,-1.29,0,0
716,851468,31883986585,400,1:22 PM,Nov 26,1.75,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,1,In-Shelf,-0.1,0,0
712,1017127,33906205338,448,10:48 AM,Apr 10,3,COLD CEREAL,ALL FAMILY CEREAL,1,Rear End Cap,-1.33,0,0
718,1134058,33118530512,327,11:13 AM,Feb 19,1.49,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Front End Cap,-2,-0.5,-0.5
755,916993,33118542595,388,6:16 PM,Feb 20,1.99,MILK BY-PRODUCTS,COTTAGE CHEESE,1,In-Aisle,-0.4,0,0
699,9827565,32541782037,408,6:46 PM,Jan 9,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Front End Cap,-1.19,0,0
771,1133018,34164632225,318,4:12 PM,Apr 29,1,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Rear Aisle,-0.79,0,0
715,1080414,40510030222,389,8:00 AM,Aug 8,3,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,9,In-Aisle,-2.31,0,0
762,909249,35841185004,31862,6:11 AM,Jun 21,2.89,CONVENIENT BRKFST/WHLSM SNACKS,CEREAL BARS,1,In-Aisle,0,0,0
722,1051402,41479806977,359,4:36 PM,Oct 11,1,BAKING NEEDS,BREADINGS  COATINGS CRUMBS,1,Rear End Cap,-0.19,0,0
696,859075,41531865971,31742,2:21 PM,Oct 17,5,CHEESE,SHREDDED CHEESE,3,Other Location Display,-0.34,0,0
631,921744,29095501397,389,2:10 PM,Jun 10,1.05,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Front End Cap,0,0,0
768,1098066,29221530089,323,6:26 AM,Jun 18,0.99,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,Other Location Display,0,0,0
768,820321,28629095197,384,6:20 PM,May 11,2.79,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,1,In-Aisle,-2.2,0,0
722,10204279,28771581410,359,4:20 PM,May 20,3.79,SOAP - LIQUID & BAR,LIQUID SOAP,1,Front Aisle,0,0,0
771,1050229,30822950461,352,11:45 AM,Sep 14,0.6,SOUP,CONDENSED SOUP,1,Rear End Cap,-0.06,0,0
712,951590,30530610388,448,10:48 AM,Aug 20,1.29,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,Other Location Display,-0.4,0,0
692,9836526,30530696259,335,2:18 PM,Aug 20,2.99,LUNCHMEAT,POULTRY,2,Rear Aisle,-2.99,0,0
761,951190,31185095801,343,6:38 PM,Oct 11,1.99,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1,Rear End Cap,-0.13,0,0
630,823704,30662683547,306,8:28 PM,Sep 1,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1,Rear Aisle,-1.29,0,0
601,8090532,33657341829,32004,5:55 PM,Mar 27,4.59,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Front Aisle,0,0,0
741,842140,31932276441,315,4:30 PM,Nov 30,1.67,CHEESE,SHREDDED CHEESE,1,Side-Aisle End Cap,-1.12,0,0
630,981760,34141900470,306,11:10 AM,Apr 28,0.79,EGGS,EGGS - X-LARGE,1,In-Aisle,-0.3,0,0
771,890610,34178480151,293,9:29 AM,Apr 30,1,BREAKFAST SWEETS,SW GDS: SW ROLLS/DAN,1,Front Aisle,-1.29,0,0
741,839419,35218831343,315,3:28 PM,Jun 1,5.99,MEAT - MISC,BREAST - BONELESS(IQF),1,Other Location Display,-3,0,0
712,15926886,41259670403,448,10:27 AM,Sep 27,2.5,BAG SNACKS,POTATO CHIPS,1,Other Location Display,0,0,0
696,1098066,35840631867,31742,6:17 PM,Jun 19,0.99,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,In-Aisle,-0.3,0,0
706,1049897,41439899296,384,7:09 PM,Oct 10,0.88,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,In-Aisle,-0.51,0,0
696,1003188,41466466969,31742,5:58 PM,Oct 13,6.36,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,4,Other Location Display,0,0,0
761,960791,41545522095,343,12:36 PM,Oct 18,3.76,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,2,Front End Cap,-4.02,0,0
786,972665,41931450165,339,9:09 AM,Nov 16,3.79,BREAKFAST SAUSAGE/SANDWICHES,OTHER,1,Other Location Display,0,0,0
788,1022003,41944840425,360,11:57 AM,Nov 17,6.6,SOUP,CONDENSED SOUP,10,Front End Cap,0,0,0
788,1022003,42030967197,360,8:35 PM,Nov 23,5.94,SOUP,CONDENSED SOUP,9,Front End Cap,0,0,0
725,940726,29471261408,400,2:26 PM,Jul 4,1,LUNCHMEAT,MISCELLANEOUS,1,Rear Aisle,-1.29,0,0
661,954086,29507553801,427,10:44 PM,Jul 7,2.49,COLD CEREAL,KIDS CEREAL,1,Rear End Cap,0,0,0
725,883404,33192450595,400,11:26 AM,Feb 26,1.98,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,2,In-Aisle,-0.6,0,0
764,989411,33983157019,33923,9:07 PM,Apr 16,4.5,FROZEN PIZZA,PIZZA/PREMIUM,1,Front End Cap,-0.98,0,0
725,1014860,32931921346,400,2:08 PM,Feb 5,0.77,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,Rear Aisle,-0.62,0,0
753,12386079,32064976188,396,4:07 PM,Dec 11,13.99,PAPER TOWELS,PAPER TOWELS & HOLDERS,1,Rear End Cap,-3,0,0
786,1106523,32957780257,339,9:34 AM,Feb 9,2.69,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Front End Cap,0,0,0
740,971949,32957836130,404,1:37 PM,Feb 9,1.67,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,1,Front Aisle,-0.18,0,0
712,1109832,32137540670,448,12:45 PM,Dec 17,4,COOKIES,COOKIES: REGULAR,2,Rear Aisle,-1.98,0,0
764,941361,34072812196,33923,9:35 PM,Apr 23,4.99,MELONS,WATERMELON SEEDLESS WHOLE,1,Other Location Display,0,0,0
766,981760,34104237609,333,3:50 PM,Apr 26,0.79,EGGS,EGGS - X-LARGE,1,In-Aisle,-0.35,0,0
753,5569230,34577356964,367,11:13 PM,May 15,4,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Other Location Display,-0.69,0,0
797,1054262,40472536389,450,3:41 PM,Aug 5,1.5,COLD CEREAL,KIDS CEREAL,1,In-Aisle,-0.64,0,0
712,901397,41809575455,448,11:36 AM,Nov 7,4.99,LAUNDRY ADDITIVES,FABRIC SOFTENER LIQUID,1,Rear End Cap,-1,0,0
786,972665,41847796382,339,4:36 PM,Nov 10,3.79,BREAKFAST SAUSAGE/SANDWICHES,OTHER,1,Other Location Display,0,0,0
718,960942,28081501506,324,3:38 PM,Apr 3,1,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,1,In-Shelf,-1.69,0,0
718,9526619,28081501506,324,3:38 PM,Apr 3,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,In-Aisle,-0.71,0,0
630,833025,28106475932,306,12:39 PM,Apr 5,1,MILK BY-PRODUCTS,SOUR CREAMS,1,In-Shelf,-0.79,0,0
725,1135573,28601135946,400,12:41 PM,May 8,2.5,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Other Location Display,-0.49,0,0
788,1112754,30818911014,360,2:13 PM,Sep 12,2.09,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Front End Cap,0,0,0
647,1128299,30130254705,343,6:36 PM,Aug 8,1.29,SOUP,BOUILLON,1,In-Shelf,-0.1,0,0
755,921744,29141716727,388,2:32 PM,Jun 13,1.05,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Other Location Display,0,0,0
768,1118533,29353254495,323,10:52 PM,Jun 29,1.18,MARGARINES,MARGARINE: TUBS AND BOWLS,1,In-Aisle,-0.26,0,0
761,866102,33204030600,445,12:05 PM,Feb 27,5.99,MEAT - MISC,MEAT SNACKS,1,Other Location Display,0,0,0
786,972665,32759940153,339,8:07 AM,Jan 25,3.59,BREAKFAST SAUSAGE/SANDWICHES,OTHER,1,Other Location Display,0,0,0
607,1042438,31818734036,375,7:17 PM,Nov 21,2,COOKIES/CONES,SANDWICH COOKIES,1,Rear End Cap,-0.68,0,0
740,960732,31833788150,370,4:30 PM,Nov 23,2.5,COLD CEREAL,ALL FAMILY CEREAL,1,Rear End Cap,-1.49,0,0
725,892008,33041772159,400,2:56 PM,Feb 15,2,MEAT - SHELF STABLE,PASTA: CANNED,2,In-Shelf,0,0,0
630,981760,34204846985,306,4:26 PM,May 3,0.79,EGGS,EGGS - X-LARGE,1,In-Aisle,-0.3,0,0
605,1058997,40186788767,369,1:56 PM,Jul 13,1.5,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Other Location Display,-0.35,0,0
605,5591538,40941764786,369,4:29 PM,Sep 12,1.25,BAKED SWEET GOODS,SWEET GOODS - FULL SIZE,1,In-Aisle,-0.44,0,0
647,887618,40680303391,343,2:58 PM,Aug 22,1.39,BAKING MIXES,FROSTING,1,Rear End Cap,-0.8,0,0
725,5568378,41109715197,400,9:18 AM,Sep 18,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,1,Side-Aisle End Cap,-0.87,0,0
605,7441558,41692012958,369,1:23 PM,Oct 29,0.6,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Other Location Display,0,0,0
680,952972,42090633195,424,7:38 PM,Nov 28,5,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,2,Front End Cap,-2.38,0,0
696,1087605,42158816955,31742,7:29 PM,Dec 3,3.49,CONVENIENT BRKFST/WHLSM SNACKS,CEREAL BARS,1,In-Aisle,0,0,0
661,5569230,42198351791,427,3:13 PM,Dec 6,3,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,Front End Cap,-1.69,0,0
718,861603,28344487130,327,6:21 PM,Apr 24,1.41,CONDIMENTS/SAUCES,BBQ SAUCE,1,Rear Aisle,-0.08,0,0
718,9706982,27985692687,324,7:59 PM,Mar 26,0.33,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,Front Aisle,0,0,0
712,878775,31316965685,448,12:06 PM,Oct 19,2.14,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Rear End Cap,-1.05,0,0
786,819255,30215507650,339,6:45 PM,Aug 11,2,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1,Rear Aisle,-1.49,0,0
740,861343,30943206812,404,4:36 PM,Sep 22,2.5,PLASTIC HOUSEWARES,DISPOSABLE FD STORAGE CONTAINR,1,Front End Cap,0,0,0
699,885309,31412526637,408,7:05 PM,Oct 27,3.19,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,1,Front End Cap,0,0,0
680,1128665,30033791853,424,3:41 PM,Jul 24,0.5,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,2,Front Aisle,-0.69,0,0
712,1041796,31085191283,448,1:31 PM,Oct 3,1.88,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,1,Front End Cap,-1.51,0,0
622,866548,31895852427,356,6:29 PM,Nov 27,12.99,BEERS/ALES,BEERALEMALT LIQUORS,1,Side-Aisle End Cap,0,0,0
764,13189991,32204271181,33923,4:05 PM,Dec 23,7,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW SHLFSH-OTHER,2,Rear Aisle,-0.98,0,0
699,1018769,34186162103,408,8:12 PM,May 1,3.5,FROZEN PIZZA,PIZZA/PREMIUM,1,Front End Cap,-2.99,0,0
764,1114589,40423580972,33923,12:41 PM,Aug 2,5,COOKIES,COOKIES: HOLIDAY/SPECIAL OCCAS,2,In-Aisle,-0.98,0,0
715,1075175,41440193822,389,8:11 PM,Oct 10,1.88,COLD CEREAL,KIDS CEREAL,1,Front End Cap,-2.51,0,0
692,9836526,41506136067,335,1:34 PM,Oct 15,2,LUNCHMEAT,POULTRY,1,Rear Aisle,-0.5,0,0
696,8014645,42030586862,31742,3:52 PM,Nov 23,2.89,REFRGRATD DOUGH PRODUCTS,MISC REFRIG DOUGH PRODUCTS,1,Side-Aisle End Cap,0,0,0
718,820341,30176250510,324,10:54 AM,Aug 12,5.99,NUTS,PECANS SHELLED,1,In-Aisle,-1,0,0
