,householdid,productid,weeknum,salesvalue,productdesc,productsubdesc,qty,cartid,storeid,daynum,transactiontime,displayadtypedesc,loyaltydiscount,coupondiscount,couponmatchdiscount
180,761,919534,92,2.74,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,3,41338486706,343,639,1139,In-Aisle,-3.03,-1.4,-1.4
181,761,5568378,92,2.75,BAG SNACKS,TORTILLA/NACHO CHIPS,1,41338486706,343,639,1139,In-Aisle,0.0,0.0,0.0
182,696,1126899,92,4.58,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2,41351738516,31742,640,2233,Front End Cap,0.0,0.0,0.0
183,733,843306,88,1.0,FRUIT - SHELF STABLE,PINEAPPLE,1,40813480647,356,609,1100,In-Shelf,-0.49,0.0,0.0
184,718,1038217,79,1.29,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,40025940647,324,545,1210,Front End Cap,-0.1,0.0,0.0
185,696,1126899,92,2.29,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,41310731603,31742,637,1625,Front End Cap,0.0,0.0,0.0
186,699,12302114,92,4.99,COLD AND FLU,COLD AND FLU,1,41310755143,408,637,0834,Side-Aisle End Cap,-2.0,0.0,0.0
187,768,914190,92,1.0,CHEESE,CREAM CHEESE,1,41310830359,323,637,0908,Other Location Display,-0.99,0.0,0.0
188,764,1104414,89,1.88,CRACKERS/MISC BKD FD,SNACK CRACKERS,1,40899936099,33923,616,1508,Rear Aisle,-1.21,0.0,0.0
189,661,937292,89,2.5,BACON,ECONOMY,1,40900045393,330,616,0918,Rear Aisle,-1.49,0.0,0.0
190,631,5585635,97,0.4,YOGURT,YOGURT NOT MULTI-PACKS,1,41756585890,389,671,1248,In-Aisle,0.0,0.0,0.0
191,740,1136361,97,1.0,AIR CARE,AIR CARE - AEROSOLS,1,41769831736,404,672,1652,Rear End Cap,-0.49,0.0,0.0
192,768,970119,97,1.0,MILK BY-PRODUCTS,COTTAGE CHEESE,1,41782610598,339,673,1219,Rear Aisle,-0.89,0.0,0.0
193,764,17215097,98,3.33,HAIR CARE PRODUCTS,HAIR CONDITIONERS AND RINSES,1,41865226936,33923,679,1947,Rear End Cap,-0.66,0.0,0.0
194,764,856252,98,1.77,FROZEN PIZZA,SNACKS/APPETIZERS,1,41891251118,33923,681,1606,Front End Cap,-0.92,0.0,0.0
195,699,893118,101,5.0,CHEESE,SHREDDED CHEESE,3,42198395172,408,704,0908,In-Aisle,-3.97,0.0,0.0
196,607,960942,14,1.0,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,1,28093043620,372,93,1810,Front Aisle,-1.69,0.0,0.0
197,607,990335,19,1.88,COLD CEREAL,ALL FAMILY CEREAL,1,28601468074,432,128,2118,Rear End Cap,-1.39,0.0,0.0
198,631,985160,9,3.99,HEAT/SERVE,ENTREES,1,27637491469,389,55,1640,Rear Aisle,-2.0,0.0,0.0
199,725,1098066,19,0.99,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,1,28572027686,400,126,1850,Other Location Display,0.0,0.0,0.0
200,696,7410342,26,2.0,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,2,29311621182,31742,175,1524,Front End Cap,-0.58,0.0,0.0
201,718,1131974,36,1.31,BAKED BREAD/BUNS/ROLLS,DINNER ROLLS,1,30674067682,324,244,1827,In-Aisle,-0.08,0.0,0.0
202,718,950894,30,4.0,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,2,30033390448,324,203,1051,Rear Aisle,-2.78,0.0,0.0
203,718,1003616,56,5.0,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,2,32730776617,324,386,1654,In-Aisle,-2.38,0.0,0.0
204,771,849100,46,1.99,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,1,31735445973,359,318,1340,Rear End Cap,-4.0,0.0,0.0
205,699,902167,49,1.0,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,1,31981155914,408,337,1340,Front End Cap,-0.29,0.0,0.0
206,696,882830,59,1.0,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,1,33001846242,31742,406,1534,Rear End Cap,-0.29,0.0,0.0
207,699,5569845,67,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,33906032506,408,464,2026,In-Aisle,-2.19,0.0,0.0
208,761,923673,81,1.5,COLD CEREAL,ADULT CEREAL,1,40223306563,343,561,1212,Front End Cap,-1.42,0.0,0.0
209,764,954351,85,1.59,FD WRAPS/BAGS/TRSH BG,COOKING BAGS,1,40556151442,33923,588,1533,Rear Aisle,-0.1,0.0,0.0
210,766,8090532,24,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,29095491344,322,160,1725,Rear Aisle,-2.09,0.0,0.0
211,696,12604354,39,0.97,CHRISTMAS  SEASONAL,TREE STANDS,1,30995690596,31742,268,1136,Rear End Cap,-0.32,0.0,0.0
212,718,9858748,43,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,31356350280,324,295,0953,Front Aisle,0.0,0.0,0.0
213,718,883404,29,2.42,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,2,29808137424,324,200,1708,Other Location Display,-0.16,0.0,0.0
214,786,1022956,55,0.82,ELECTRICAL SUPPPLIES,INSIDE FROST BULBS,1,32672220194,339,383,0853,Mid-Aisle End Cap,-0.27,0.0,0.0
215,768,845705,65,1.34,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,1,33656255064,323,448,0628,In-Aisle,-0.65,0.0,0.0
216,718,965378,47,2.07,COOKIES/CONES,CONES,1,31789445575,324,322,1215,Other Location Display,-0.22,0.0,0.0
217,788,994928,62,0.34,EGGS,EGGS - MEDIUM,1,33293671495,360,427,1835,Rear Aisle,-0.4,0.0,0.0
218,788,1095700,62,0.99,DINNER SAUSAGE,SMOKED/COOKED,1,33293671495,360,427,1835,Rear Aisle,-1.0,0.0,0.0
219,725,892008,62,2.0,MEAT - SHELF STABLE,PASTA: CANNED,2,33294305741,400,428,1149,Other Location Display,0.0,0.0,0.0
220,696,849843,67,2.0,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,2,33848381786,31742,462,1809,In-Aisle,-0.58,0.0,0.0
221,725,883404,58,1.76,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,2,32931921346,400,400,1408,Side-Aisle End Cap,-0.82,0.0,0.0
222,718,859075,58,3.3,CHEESE,SHREDDED CHEESE,2,32932031931,324,400,1751,Other Location Display,-0.26,0.0,0.0
223,712,12132685,58,2.0,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,1,32956595711,448,402,1236,In-Aisle,-1.19,0.0,0.0
224,696,1131550,80,2.0,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,2,40186373143,31742,558,2055,Other Location Display,-0.16,0.0,0.0
225,706,6703892,87,1.0,ORAL HYGIENE PRODUCTS,TOOTHPASTE,1,40739842583,343,603,1448,Front Aisle,0.0,0.0,0.0
226,718,15596515,73,1.49,COLD CEREAL,KIDS CEREAL,1,34851302350,324,508,1842,Front End Cap,-3.3,0.0,0.0
227,614,15926885,91,1.5,BAG SNACKS,BAGGED CHEESE SNACKS,1,41259210830,288,633,1352,Front End Cap,-0.99,0.0,0.0
228,768,839753,74,0.2,SOUP,RAMEN NOODLES/RAMEN CUPS,2,35218781609,323,516,1417,Rear End Cap,-0.14,0.0,0.0
229,696,1126899,92,4.58,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2,41382772069,31742,642,1430,Front End Cap,0.0,0.0,0.0
230,786,989069,91,2.99,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,1,41259700232,339,634,0830,Rear Aisle,0.0,0.0,0.0
231,706,1129822,17,0.5,CANDY - PACKAGED,CHEWING GUM,1,28391836259,343,117,2030,Front Aisle,-0.49,0.0,0.0
232,647,905809,11,1.99,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,1,27853434280,438,73,2309,Side-Aisle End Cap,-0.4,0.0,0.0
233,768,962229,42,1.25,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,31280850065,323,290,0619,In-Aisle,-1.34,0.0,0.0
234,725,1062782,20,1.0,PNT BTR/JELLY/JAMS,JELLY,1,28744795679,400,137,1053,Rear End Cap,-0.99,0.0,0.0
235,712,998558,42,2.0,MEAT - SHELF STABLE,CHILI: CANNED,2,31316965685,448,291,1206,In-Shelf,-1.08,0.0,0.0
236,762,843911,22,2.51,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,1,28853526485,432,146,1515,Front End Cap,-1.68,0.0,0.0
237,696,12604396,38,1.0,CHRISTMAS  SEASONAL,TREE STANDS,1,30856995330,31742,258,1037,Rear Aisle,-0.29,0.0,0.0
238,712,1075214,22,5.99,BATH TISSUES,TOILET TISSUE,1,28941240570,338,151,1156,Front End Cap,-3.0,0.0,0.0
239,766,905059,32,1.0,SOAP - LIQUID & BAR,LIQUID SOAP,1,30174299335,333,221,1946,Rear End Cap,-0.99,0.0,0.0
240,631,5582712,24,11.96,HEAT/SERVE,ENTREES,4,29183378122,380,166,1756,Rear Aisle,0.0,0.0,0.0
241,630,1108094,41,11.99,BEERS/ALES,BEERALEMALT LIQUORS,1,31184764749,384,283,2008,In-Aisle,0.0,0.0,0.0
242,712,8291322,27,7.0,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,2,29392005371,448,181,1039,Other Location Display,-0.98,0.0,0.0
243,768,6464086,55,3.79,BACON,BETTER FOR YOU,2,32670980054,323,381,0620,Rear Aisle,-3.79,0.0,0.0
244,718,911311,45,2.27,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,1,31541887427,324,307,1839,Rear End Cap,-1.52,0.0,0.0
245,779,5569230,48,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,31896049696,343,330,1954,Rear Aisle,-2.19,0.0,0.0
246,779,893852,53,9.99,IMPORTED WINE,AUSTRALIAN/NZ WINES,1,32408302776,343,364,1718,Side-Aisle End Cap,0.0,0.0,0.0
247,725,845868,67,1.0,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,33919592627,400,465,1716,Front End Cap,-1.99,0.0,0.0
248,699,1026945,60,3.49,SNACK NUTS,NUTS OTHER,1,33106610855,408,414,1325,Side-Aisle End Cap,0.0,0.0,0.0
249,771,840361,69,0.79,EGGS,EGGS - LARGE,1,34057335473,359,476,1126,Side-Aisle End Cap,-0.25,0.0,0.0
250,696,859075,69,1.78,CHEESE,SHREDDED CHEESE,1,34072855828,31742,477,1333,Other Location Display,0.0,0.0,0.0
251,768,1096036,80,1.19,CHEESE,IWS SINGLE CHEESE,1,40106775061,323,552,0635,In-Aisle,-0.63,0.0,0.0
252,771,840361,69,0.79,EGGS,EGGS - LARGE,1,34133603008,359,480,2346,Side-Aisle End Cap,-0.25,0.0,0.0
253,696,859075,69,1.78,CHEESE,SHREDDED CHEESE,1,34137046328,31742,478,1531,Other Location Display,0.0,0.0,0.0
254,718,828143,91,1.99,CHEESE,MISCELLANEOUS CHEESE,1,41260042600,324,634,1815,Rear Aisle,0.0,0.0,0.0
255,715,9333437,87,4.99,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,1,40788797084,415,607,1425,Rear End Cap,-1.9,0.0,0.0
256,718,849843,76,1.2,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,35486477888,324,524,0102,Other Location Display,-0.09,0.0,0.0
257,733,8014645,88,2.0,REFRGRATD DOUGH PRODUCTS,MISC REFRIG DOUGH PRODUCTS,1,40813480647,356,609,1100,Rear Aisle,-0.69,0.0,0.0
258,699,1095374,97,2.99,HOT DOGS,PREMIUM - MEAT,2,41809416149,408,675,1353,Rear Aisle,-2.99,0.0,0.0
259,647,867668,98,1.0,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,41891790569,343,681,1930,Front End Cap,-1.29,0.0,0.0
260,786,937845,98,1.0,PASTA SAUCE,MAINSTREAM,1,41904485322,448,682,1053,Other Location Display,-0.15,0.0,0.0
261,680,999391,101,1.0,HOT CEREAL,STANDARD OATMEAL,1,42136087049,424,699,1622,Rear End Cap,-1.49,0.0,0.0
262,788,5569230,101,3.0,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,1,42153256099,360,700,1641,In-Aisle,-1.69,0.0,0.0
263,699,5585701,14,2.5,CHEESE,SHREDDED CHEESE,1,28081056776,408,92,1811,In-Aisle,-1.49,0.0,0.0
264,712,834117,16,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,1,28306105467,31742,110,1102,In-Aisle,-1.0,0.0,0.0
265,712,1051989,14,2.5,DINNER SAUSAGE,SMOKED/COOKED,1,28093175416,448,93,1035,Rear Aisle,-0.49,0.0,0.0
266,766,1113274,34,5.5,PAPER TOWELS,PAPER TOWELS & HOLDERS,1,30531303049,333,232,1743,Front End Cap,-3.95,0.0,0.0
267,718,892920,41,2.96,VEGETABLES - SHELF STABLE,CORN,4,31185086866,324,283,1532,In-Shelf,-0.2,0.0,0.0
268,601,12385478,34,2.0,POPCORN,POPCORN - MICROWAVE,1,30531582020,32004,233,1807,Rear End Cap,-0.99,0.0,0.0
269,786,823704,41,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1,31198020407,339,284,1026,Rear Aisle,-1.29,0.0,0.0
270,762,12599585,28,2.15,BAKED BREAD/BUNS/ROLLS,PREMIUM BREAD,1,29578023417,391,188,2038,In-Shelf,-0.24,0.0,0.0
271,647,990688,42,2.14,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,31225877868,438,286,1742,Front End Cap,-1.05,0.0,0.0
272,605,7410016,40,1.0,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,1,31058802312,369,273,1956,Mid-Aisle End Cap,-0.39,0.0,0.0
273,768,915390,36,2.0,FROZEN PIE/DESSERTS,FROZEN FRUIT PIES  & COBBLERS,1,30743223455,323,249,1859,Front End Cap,-2.99,0.0,0.0
274,647,902396,40,2.0,PAPER HOUSEWARES,PLASTIC CUPS,1,31085440129,421,275,2119,In-Aisle,-1.19,0.0,0.0
275,718,826249,59,1.2,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,32990282585,324,405,1934,Other Location Display,-0.09,0.0,0.0
276,696,8160319,96,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,41665721020,31742,664,1423,Other Location Display,-0.25,0.0,0.0
277,762,920002,96,2.0,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,1,41717196835,31862,668,1745,In-Aisle,-0.59,0.0,0.0
278,761,8090485,96,19.99,BEERS/ALES,BEERALEMALT LIQUORS,1,41717748865,343,668,1651,Side-Aisle End Cap,0.0,0.0,0.0
279,718,976621,31,0.74,VEGETABLES - SHELF STABLE,MIXED VEGETABLES,1,30054827652,324,214,1700,In-Shelf,-0.05,0.0,0.0
280,715,981760,42,2.0,EGGS,EGGS - X-LARGE,2,31316840662,354,291,1317,Rear Aisle,-0.38,0.0,0.0
281,622,883404,24,1.29,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,29095472840,298,160,1953,Other Location Display,0.0,0.0,0.0
282,692,826249,24,0.88,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1,29157441914,335,164,1548,Other Location Display,-0.11,0.0,0.0
283,712,8291322,27,3.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1,29507190841,448,186,1215,Other Location Display,-0.49,0.0,0.0
284,731,971949,29,3.34,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,2,29773336586,445,198,1641,Front End Cap,-0.66,0.0,0.0
285,696,1124729,30,0.6,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,1,30033691484,339,204,1627,In-Aisle,0.0,0.0,0.0
286,761,1113274,48,4.99,PAPER TOWELS,PAPER TOWELS & HOLDERS,1,31944935851,343,334,1046,Front End Cap,-5.0,0.0,0.0
287,768,887691,49,1.0,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,1,31981223253,323,337,2120,Front End Cap,0.0,0.0,0.0
288,630,994928,62,1.0,EGGS,EGGS - MEDIUM,3,33330186352,306,431,1331,In-Aisle,-1.34,0.0,0.0
289,696,1035386,58,2.0,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,2,32895142464,31742,399,2155,Rear End Cap,-0.1,0.0,0.0
290,601,1048200,59,1.0,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,1,33015766674,32004,407,1742,Front End Cap,-0.79,0.0,0.0
291,718,962764,60,1.0,CANDY - PACKAGED,NOVELTY CANDY,2,33133337982,324,417,1931,Side-Aisle End Cap,0.0,0.0,0.0
292,661,975604,54,1.0,EASTER,SEASONAL MISCELLANEOUS,2,32555887306,427,374,1800,Other Location Display,0.0,0.0,0.0
293,725,937276,81,1.5,SHORTENING/OIL,COOKING SPRAYS,1,40248476929,400,563,1607,Rear Aisle,-0.12,0.0,0.0
294,718,857849,9,0.59,MARGARINES,MARGARINE  STICK,1,27709642072,324,61,1537,Other Location Display,-0.3,0.0,0.0
295,607,9527549,23,2.69,CONDIMENTS/SAUCES,MISC MEAT SAUCES,1,29019198186,432,154,2032,Front Aisle,-0.4,0.0,0.0
296,696,1126899,33,2.49,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,30202142826,31742,225,2124,Front End Cap,0.0,0.0,0.0
297,699,940107,34,5.99,MAGAZINE,FOOD-MAGAZINE,1,30531035923,408,232,1406,In-Aisle,0.0,0.0,0.0
298,706,859010,28,1.05,BAG SNACKS,TORTILLA/NACHO CHIPS,1,29673034310,343,194,1643,Other Location Display,0.0,0.0,0.0
299,766,981760,42,1.0,EGGS,EGGS - X-LARGE,1,31254757231,333,288,1603,In-Aisle,-0.19,0.0,0.0
300,715,1022872,64,2.0,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,6,33655476905,389,446,1423,Other Location Display,-1.57,0.0,0.0
301,715,1115874,64,1.0,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,4,33655476905,389,446,1423,Front Aisle,-1.38,0.0,0.0
302,786,1107661,46,0.99,BAKED BREAD/BUNS/ROLLS,MAIN MEAL BREAD,1,31747865264,339,319,0902,In-Aisle,-0.3,0.0,0.0
303,731,881607,47,2.09,FROZEN PIE/DESSERTS,FROZEN CAKES/ALL TYPES INCLUDI,1,31770106832,438,321,1608,In-Aisle,-1.4,0.0,0.0
304,741,871756,62,1.67,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,1,33348037694,315,432,2132,Rear End Cap,-1.48,0.0,0.0
305,786,972665,53,3.59,BREAKFAST SAUSAGE/SANDWICHES,OTHER,1,32445975394,339,369,0958,Other Location Display,0.0,0.0,0.0
306,788,989069,54,5.98,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,4,32478801729,313,370,1418,Rear Aisle,-5.98,0.0,0.0
307,768,915390,82,2.49,FROZEN PIE/DESSERTS,FROZEN FRUIT PIES  & COBBLERS,1,40341866955,323,572,1522,Rear End Cap,-2.5,0.0,0.0
308,761,914190,78,6.0,CHEESE,CREAM CHEESE,6,35891900893,343,539,1115,In-Aisle,-5.94,0.0,0.0
309,761,5585701,78,2.99,CHEESE,SHREDDED CHEESE,1,35891900893,343,539,1115,In-Aisle,-1.0,0.0,0.0
310,788,5568721,16,1.67,BAG SNACKS,TORTILLA/NACHO CHIPS,1,28243215404,360,104,1011,Other Location Display,-1.62,0.0,0.0
311,607,931532,21,0.59,SOFT DRINKS,SOFT DRINK BOTTLE NON-CARB (EX,1,28789685026,432,143,0226,Front Aisle,0.0,0.0,0.0
312,761,1123536,24,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,29157672753,343,164,1355,In-Aisle,-0.31,0.0,0.0
313,696,1066725,27,1.2,FRUIT - SHELF STABLE,FRUIT BOWL AND CUPS,1,29484070669,358,183,1133,In-Shelf,-0.22,0.0,0.0
314,766,1105917,39,2.0,BUTTER,BUTTER,1,30995985472,333,268,0952,In-Aisle,-1.89,0.0,0.0
315,647,1084551,27,1.0,DINNER MXS:DRY,SKILLET DINNERS,1,29485089571,343,185,1749,In-Shelf,-1.59,0.0,0.0
316,607,974108,27,1.0,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,1,29507065392,372,186,2108,Front Aisle,-0.29,0.0,0.0
317,718,988791,43,1.5,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,31356350280,324,295,0953,Front End Cap,-1.39,0.0,0.0
318,771,8014645,36,2.0,REFRGRATD DOUGH PRODUCTS,MISC REFRIG DOUGH PRODUCTS,1,30700829804,359,246,2341,In-Aisle,-0.69,0.0,0.0
319,786,940947,55,2.99,HEAT/SERVE,ENTREES,1,32672220194,339,383,0853,Other Location Display,0.0,0.0,0.0
320,718,973861,47,1.48,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,2,31804151811,324,323,1706,Other Location Display,-0.1,0.0,0.0
321,631,987562,58,1.25,CHEESE,SHREDDED CHEESE,1,32895581786,389,399,1502,In-Aisle,-0.53,0.0,0.0
322,696,962671,58,3.76,ICE CREAM/MILK/SHERBTS,TRADITIONAL,2,32931566722,31742,400,1749,Front End Cap,-4.22,0.0,0.0
323,718,996750,65,1.8,FRZN NOVELTIES/WTR ICE,STICKS/ENROBED,1,33658441856,324,451,1726,Front End Cap,-0.2,0.0,0.0
324,605,883404,52,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,32204706455,369,356,1141,In-Aisle,-0.3,0.0,0.0
325,740,942525,66,3.39,COOKIES/CONES,TRAY PACK/CHOC CHIP COOKIES,1,33768206705,404,455,1702,Rear End Cap,0.0,0.0,0.0
326,740,1114597,66,0.88,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,1,33768206705,404,455,1702,Front Aisle,-0.91,0.0,0.0
327,718,883404,64,1.2,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,33482526408,324,442,1613,Rear End Cap,-0.09,0.0,0.0
328,715,1132280,73,3.0,LUNCHMEAT,MISCELLANEOUS,5,34837662912,389,506,1758,Rear Aisle,-0.95,0.0,0.0
329,718,825731,75,2.0,YOGURT,YOGURT MULTI-PACKS,1,35386826227,324,519,1511,In-Aisle,-0.79,0.0,0.0
330,630,987480,98,1.0,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,5,41931463761,329,684,1636,In-Aisle,-1.98,0.0,0.0
331,696,1053672,19,1.69,COOKIES/CONES,CHOCOLATE COVERED COOKIES,1,28601336113,31742,128,1449,Rear Aisle,-0.3,0.0,0.0
332,680,1035800,40,1.19,DRIED FRUIT,RAISINS,1,31097681543,352,276,1615,Front Aisle,-0.4,0.0,0.0
333,630,837107,22,2.58,DRY SAUCES/GRAVY,SAUCE MIXES GRAVY MIXES DRY,2,28886952337,306,148,1855,In-Aisle,0.0,0.0,0.0
334,768,871909,22,1.0,LUNCHMEAT,POULTRY,1,28919674223,323,150,1840,Rear Aisle,-0.99,0.0,0.0
335,733,1049434,32,1.39,FACIAL TISS/DNR NAPKIN,FACIAL TISSUE & PAPER HANDKE,1,30174287575,356,221,1634,Side-Aisle End Cap,0.0,0.0,0.0
336,692,849843,38,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1,30930427110,335,263,1633,Side-Aisle End Cap,-0.3,0.0,0.0
337,605,836635,44,2.0,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,2,31468031197,369,301,2109,Mid-Aisle End Cap,-0.67,0.0,0.0
338,788,873203,58,1.25,CHEESE,SHREDDED CHEESE,1,32957933416,313,404,1831,In-Aisle,-0.53,0.0,0.0
339,786,972665,53,3.59,BREAKFAST SAUSAGE/SANDWICHES,OTHER,1,32305435198,339,363,0829,Other Location Display,0.0,0.0,0.0
340,630,994928,59,1.0,EGGS,EGGS - MEDIUM,3,33070797552,306,411,1923,In-Aisle,-1.22,0.0,0.0
341,725,859075,64,1.67,CHEESE,SHREDDED CHEESE,1,33460950601,400,441,1130,Other Location Display,-0.11,0.0,0.0
342,764,10121965,69,1.49,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1,34072812196,33923,477,2135,Rear Aisle,0.0,0.0,0.0
343,696,987562,69,1.78,CHEESE,SHREDDED CHEESE,1,34137046328,31742,478,1531,Other Location Display,0.0,0.0,0.0
344,740,1039835,92,1.69,MEAT - SHELF STABLE,MISC CND MEATS,1,41366579813,404,641,2024,Front End Cap,0.0,0.0,0.0
345,712,998558,83,2.0,MEAT - SHELF STABLE,CHILI: CANNED,2,40447695378,448,577,1059,Other Location Display,-1.08,0.0,0.0
346,733,1106523,88,2.49,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,40813480647,356,609,1100,Other Location Display,0.0,0.0,0.0
347,786,878715,88,15.99,BEERS/ALES,BEERALEMALT LIQUORS,1,40877060212,339,614,0853,Other Location Display,0.0,0.0,0.0
348,761,996087,78,2.5,CRACKERS/MISC BKD FD,SNACK CRACKERS,1,40014108299,343,544,1543,Side-Aisle End Cap,-0.19,0.0,0.0
349,768,819255,85,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,1,40595567636,343,591,1354,In-Aisle,-0.99,0.0,0.0
350,647,925178,98,3.99,HOT DOGS,KOSHER/SPECIALTY,2,41891790569,343,681,1930,In-Aisle,-3.99,0.0,0.0
351,725,883404,101,1.76,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,2,42172691328,400,702,1504,Other Location Display,-0.82,0.0,0.0
352,715,960942,14,3.0,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,3,28111060979,389,95,1108,Rear End Cap,-5.07,0.0,0.0
353,755,970119,10,2.0,MILK BY-PRODUCTS,COTTAGE CHEESE,2,27732927169,388,63,1725,In-Aisle,-1.18,0.0,0.0
354,725,1053763,22,1.2,PWDR/CRYSTL DRNK MX,SOFT DRINK POWDER POUCHES,6,28941850351,400,152,1308,Front End Cap,0.0,0.0,0.0
355,601,961458,34,1.0,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,1,30531582020,32004,233,1807,Rear End Cap,-0.29,0.0,0.0
356,788,12385342,28,0.94,BAKING MIXES,LAYER CAKE MIX,1,29577970762,313,189,1120,Rear End Cap,0.0,0.0,0.0
357,771,9553031,35,0.5,SOUP,BROTH,1,30662710669,322,243,1240,In-Shelf,-0.19,0.0,0.0
358,712,12132773,36,2.99,PAPER TOWELS,PAPER TOWELS & HOLDERS,1,30743502275,369,249,1319,Mid-Aisle End Cap,0.0,0.0,0.0
359,740,914190,40,2.5,CHEESE,CREAM CHEESE,2,31085296746,404,275,1436,Side-Aisle End Cap,-1.48,0.0,0.0
360,788,1022119,46,3.75,CONVENIENT BRKFST/WHLSM SNACKS,TOASTER PASTRIES,3,31723340427,360,317,1118,Front End Cap,-1.14,0.0,0.0
