householdid,productid,storeid,transactiontime,daydate,qty,salesvalue,productdesc,productsubdesc,loyaltydiscount,coupondiscount,couponmatchdiscount
768,887691,323,9:20 PM,Dec 4,1,1,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,0,0,0
630,994928,306,1:31 PM,Mar 8,3,1,EGGS,EGGS - MEDIUM,-1.34,0,0
696,1035386,31742,9:55 PM,Feb 4,2,2,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,-0.1,0,0
601,1048200,32004,5:42 PM,Feb 12,1,1,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,-0.79,0,0
716,883404,400,11:44 AM,Apr 15,1,0.88,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.41,0,0
771,896804,424,1:21 PM,Feb 16,1,3.5,FILM AND CAMERA PRODUCTS,SINGLE USE CAMERAS,-1.49,0,0
725,937276,400,4:07 PM,Jul 18,1,1.5,SHORTENING/OIL,COOKING SPRAYS,-0.12,0,0
647,15596429,343,2:52 PM,Aug 30,1,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),-0.49,0,0
768,834117,323,3:22 PM,Jul 30,1,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,0,0,0
771,13842140,359,9:43 PM,Jun 4,1,1.5,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.69,0,0
764,897125,33923,3:57 PM,Jun 6,1,2,CHEESE,GRATED CHEESE,-0.38,0,0
725,826249,400,12:36 PM,Jun 11,1,0.88,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.41,0,0
725,826249,400,6:50 PM,May 7,1,0.99,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,0,0,0
718,893018,324,4:17 PM,Apr 10,1,2.79,CHEESE,IWS SINGLE CHEESE,-0.2,0,0
607,874736,372,5:50 PM,Mar 11,1,0.59,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.4,0,0
699,1050741,408,7:47 PM,May 2,1,5.99,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,-2,0,0
607,874736,372,10:37 PM,Mar 15,1,0.59,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.4,0,0
768,1114597,384,6:20 PM,May 11,1,0.77,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,-0.82,0,0
788,985893,360,11:13 AM,Oct 18,1,2.09,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,0,0,0
740,1065129,370,3:06 PM,May 24,1,2.99,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,-0.5,0,0
766,931671,322,2:16 PM,May 24,1,0.98,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,-0.31,0,0
647,1037340,343,6:31 PM,Oct 12,1,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.71,0,0
712,987624,369,12:01 PM,Aug 25,1,2.99,COOKIES/CONES,PREMIUM COOKIES (EX: PEPPERIDG,0,0,0
696,1124729,339,4:27 PM,Jul 24,1,0.6,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0,0,0
607,994928,432,9:11 PM,Dec 1,4,1.34,EGGS,EGGS - MEDIUM,-2.14,0,0
718,1030819,324,4:49 PM,Dec 7,3,2.22,VEGETABLES - SHELF STABLE,PEAS GREEN,-0.15,0,0
647,941741,343,7:47 PM,Feb 4,1,1,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,-0.22,0,0
797,1053690,450,4:57 PM,Dec 10,1,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.71,0,0
706,5585636,421,7:29 PM,Dec 26,1,0.39,YOGURT,YOGURT NOT MULTI-PACKS,0,0,0
718,962764,324,7:31 PM,Feb 22,2,1,CANDY - PACKAGED,NOVELTY CANDY,0,0,0
661,975604,427,6:00 PM,Jan 10,2,1,EASTER,SEASONAL MISCELLANEOUS,0,0,0
761,1103741,343,9:10 PM,Aug 28,2,2,FRUIT - SHELF STABLE,MANDARIN ORANGES/CITRUS SECT,-1.58,0,0
761,1041796,343,9:43 PM,May 28,1,2,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,-1.39,0,0
771,846114,293,11:34 AM,Sep 2,1,1.79,DINNER MXS:DRY,STUFFING MIXES,-0.5,0,0
768,916190,343,1:54 PM,Aug 15,1,0.99,AIR CARE,AIR CARE - AEROSOLS,-0.3,0,0
718,931324,324,7:06 PM,May 2,1,3.24,FRZN NOVELTIES/WTR ICE,ICE CREAM SANDWICHES,-0.25,0,0
733,5569471,356,3:05 PM,Apr 13,5,12.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-10.95,-2.5,0
741,999730,315,5:56 PM,Oct 5,1,1.29,SOUP,DRY SOUP,-0.3,0,0
788,1108131,360,11:13 AM,Oct 18,1,2.09,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,0,0,0
761,881859,343,6:07 PM,Aug 6,1,5.99,BABY HBC,BABY WIPES,-1,0,0
661,1124729,427,1:38 AM,Jun 3,1,0.3,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,-0.3,0,0
740,898212,404,10:57 AM,Aug 23,1,1.69,BAG SNACKS,TORTILLA/NACHO CHIPS,0,0,0
631,942475,389,4:40 PM,Jun 28,3,5,COFFEE,GROUND COFFEE,-4.87,0,0
607,9837074,372,6:39 PM,Sep 9,1,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0,0,0
647,968057,343,9:14 PM,Nov 24,1,1,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,0,0,0
762,948891,391,8:58 PM,Apr 7,1,2.99,DRIED FRUIT,DRIED FRUIT - OTHER,0,0,0
706,1089381,32004,6:41 PM,Feb 6,1,1,BAG SNACKS,PRETZELS,0,0,0
718,956609,324,10:32 AM,Apr 8,6,2,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,-3.34,0,0
661,1138292,427,3:24 PM,Feb 14,1,3.54,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,-0.39,0,0
631,1098066,389,12:20 PM,Mar 15,1,0.99,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,-0.3,0,0
768,9526410,323,4:23 PM,Apr 18,1,2,BAG SNACKS,POTATO CHIPS,0,0,0
718,911609,324,4:06 PM,Jun 16,1,3.74,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,0,0,0
766,976511,333,3:06 PM,Aug 7,1,1,POPCORN,POPCORN - MICROWAVE,-0.19,0,0
605,15596705,369,7:10 PM,Nov 14,1,2.77,COLD CEREAL,KIDS CEREAL,-3.02,0,0
788,930917,360,12:47 PM,May 13,1,1,MEAT - SHELF STABLE,PASTA: CANNED,-0.39,0,0
766,994825,322,4:50 PM,May 15,1,6.49,BEERS/ALES,BEERALEMALT LIQUORS,0,0,0
718,981760,324,3:53 PM,May 15,1,1.3,EGGS,EGGS - X-LARGE,-0.09,0,0
692,1098066,335,3:48 PM,Jun 14,3,2.64,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,-0.33,0,0
699,12577433,408,7:05 PM,Oct 27,1,2,CRACKERS/MISC BKD FD,MULTI-PACK CRACKERS,-0.29,0,0
786,1133018,339,10:26 AM,Oct 12,1,1.79,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,-0.2,0,0
771,982960,359,11:07 AM,Aug 31,2,1.2,VEGETABLES - SHELF STABLE,BEANS GREEN: FS/WHL/CUT,-1.18,0,0
718,883404,324,6:53 PM,Jul 12,2,2.4,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-0.18,0,0
761,1042438,343,11:38 AM,Jul 13,1,2,COOKIES/CONES,SANDWICH COOKIES,-0.68,0,0
762,9854913,31862,8:01 AM,Jan 20,1,0.84,DIETARY AID PRODUCTS,DIET CNTRL BARS NUTRITIONAL,-0.85,0,0
787,5569230,389,11:21 AM,Apr 16,2,8,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-1.38,0,0
718,1019883,324,8:03 PM,Apr 12,2,2,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,-3.98,0,0
699,966684,408,1:14 PM,Nov 13,1,4.5,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,-2.49,0,0
761,913785,343,1:07 PM,Nov 19,1,1,CONDIMENTS/SAUCES,CATSUP,-0.62,0,0
661,1138292,427,7:41 PM,Nov 22,1,3.73,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,-0.42,0,0
661,1138292,427,10:54 AM,Feb 10,1,3.54,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,-0.39,0,0
762,15597009,31862,12:50 PM,Apr 21,1,2,COLD CEREAL,ALL FAMILY CEREAL,-1.18,0,0
718,859010,324,6:31 PM,Sep 3,1,1.88,BAG SNACKS,TORTILLA/NACHO CHIPS,-0.71,0,0
696,1126899,31742,8:16 PM,Aug 10,2,4.76,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,-0.82,0,0
768,871440,323,6:16 AM,Sep 18,2,2,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,-1.18,0,0
768,9837544,323,8:53 AM,Jul 8,3,1,CHRISTMAS  SEASONAL,SEASONAL CANDY BAGS-CHOCOLATE,-1.07,0,0
647,8090521,438,7:43 PM,Mar 22,3,7.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-6.27,0,0
661,1138292,427,4:17 PM,Nov 18,1,3.73,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,-0.42,0,0
761,1106523,343,9:30 PM,Jan 31,2,3.34,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,-2.04,0,0
718,877662,324,6:05 PM,Dec 31,1,2.99,POPCORN,POPCORN - MICROWAVE,0,0,0
788,12172355,360,12:33 PM,Mar 17,1,1,CANDY - PACKAGED,CANDY BARS (MULTI PACK),-0.49,0,0
761,862732,343,10:42 PM,May 10,1,0.88,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.71,0,0
762,938319,31862,6:03 PM,Oct 2,1,3.29,FROZEN MEAT,FRZN BURGERS/BBQ/MEATBALL,-0.3,0,0
779,1092933,343,9:24 PM,Jul 23,1,5.99,DOMESTIC WINE,POPULAR 750ML WINES,0,0,0
762,1135295,391,8:08 PM,Sep 15,1,5.99,DOMESTIC WINE,FIGHTING VARIETAL WINES,0,0,0
740,981760,404,7:43 PM,May 31,1,0.79,EGGS,EGGS - X-LARGE,-0.19,0,0
605,965772,369,10:30 AM,Sep 26,2,7,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,-1.58,0,0
696,7466952,31742,4:59 PM,Aug 4,1,1.39,MARGARINES,MARGARINE: TUBS AND BOWLS,0,0,0
725,13190673,400,4:34 PM,Aug 13,2,0.66,CANDY - PACKAGED,CANDY BARS (SINGLES)(INCLUDING,0,0,0
706,985893,343,7:48 PM,Oct 27,1,1.99,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,0,0,0
715,1038217,389,8:16 PM,Nov 29,1,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),-0.39,0,0
706,1129822,343,8:30 PM,Apr 28,1,0.5,CANDY - PACKAGED,CHEWING GUM,-0.49,0,0
699,5585701,408,6:11 PM,Apr 3,1,2.5,CHEESE,SHREDDED CHEESE,-1.49,0,0
712,834117,31742,11:02 AM,Apr 21,1,3.99,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,-1,0,0
712,1051989,448,10:35 AM,Apr 4,1,2.5,DINNER SAUSAGE,SMOKED/COOKED,-0.49,0,0
647,905809,438,11:09 PM,Mar 15,1,1.99,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,-0.4,0,0
715,981760,354,1:17 PM,Oct 19,2,2,EGGS,EGGS - X-LARGE,-0.38,0,0
712,998558,448,12:06 PM,Oct 19,2,2,MEAT - SHELF STABLE,CHILI: CANNED,-1.08,0,0
762,843911,432,3:15 PM,May 27,1,2.51,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,-1.68,0,0
712,1075214,338,11:56 AM,Jun 1,1,5.99,BATH TISSUES,TOILET TISSUE,-3,0,0
766,905059,333,7:46 PM,Aug 10,1,1,SOAP - LIQUID & BAR,LIQUID SOAP,-0.99,0,0
712,8291322,448,10:39 AM,Jul 1,2,7,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,-0.98,0,0
605,7410016,369,7:56 PM,Oct 1,1,1,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,-0.39,0,0
768,915390,323,6:59 PM,Sep 7,1,2,FROZEN PIE/DESSERTS,FROZEN FRUIT PIES  & COBBLERS,-2.99,0,0
647,902396,421,9:19 PM,Oct 3,1,2,PAPER HOUSEWARES,PLASTIC CUPS,-1.19,0,0
779,5569230,343,7:54 PM,Nov 27,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.19,0,0
771,1056746,359,10:43 AM,Feb 6,1,1,MILK BY-PRODUCTS,COTTAGE CHEESE,-0.59,0,0
753,920109,396,4:07 PM,Dec 11,1,2.5,COLD CEREAL,ADULT CEREAL,-1.69,0,0
733,8014645,356,11:00 AM,Sep 2,1,2,REFRGRATD DOUGH PRODUCTS,MISC REFRIG DOUGH PRODUCTS,-0.69,0,0
699,1095374,408,1:53 PM,Nov 7,2,2.99,HOT DOGS,PREMIUM - MEAT,-2.99,0,0
647,867668,343,7:30 PM,Nov 13,1,1,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),-1.29,0,0
786,937845,448,10:53 AM,Nov 14,1,1,PASTA SAUCE,MAINSTREAM,-0.15,0,0
768,962229,323,6:19 AM,Oct 18,1,1.25,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,-1.34,0,0
725,1062782,400,10:53 AM,May 18,1,1,PNT BTR/JELLY/JAMS,JELLY,-0.99,0,0
622,883404,298,7:53 PM,Jun 10,1,1.29,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0,0,0
692,826249,335,3:48 PM,Jun 14,1,0.88,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.11,0,0
766,1113274,333,5:43 PM,Aug 21,1,5.5,PAPER TOWELS,PAPER TOWELS & HOLDERS,-3.95,0,0
718,892920,324,3:32 PM,Oct 11,4,2.96,VEGETABLES - SHELF STABLE,CORN,-0.2,0,0
601,12385478,32004,6:07 PM,Aug 22,1,2,POPCORN,POPCORN - MICROWAVE,-0.99,0,0
786,823704,339,10:26 AM,Oct 12,1,2.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,-1.29,0,0
762,12599585,391,8:38 PM,Jul 8,1,2.15,BAKED BREAD/BUNS/ROLLS,PREMIUM BREAD,-0.24,0,0
647,990688,438,5:42 PM,Oct 14,1,2.14,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,-1.05,0,0
786,1106523,339,9:17 AM,Nov 10,1,2.42,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,-0.27,0,0
771,1061220,359,1:08 PM,Feb 23,1,1,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BISCUITS REGULAR,-0.18,0,0
755,13417249,382,5:51 PM,Jan 11,1,3.49,CHIPS&SNACKS,SPECIALTY CHIPS (SOY CRISPS/PI,0,0,0
771,1135768,359,7:42 PM,Jul 13,1,1,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,0,0,0
715,937292,415,2:38 PM,Sep 12,1,2.5,BACON,ECONOMY,-1.49,0,0
761,1056509,343,1:21 PM,Nov 15,1,1.99,MILK BY-PRODUCTS,COTTAGE CHEESE,-0.35,0,0
761,5569471,343,1:21 PM,Nov 15,2,5.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-3.88,0,0
768,1096036,323,1:16 PM,Nov 23,1,1.25,CHEESE,IWS SINGLE CHEESE,-0.61,0,0
718,976621,324,5:00 PM,Aug 3,1,0.74,VEGETABLES - SHELF STABLE,MIXED VEGETABLES,-0.05,0,0
696,12604396,31742,10:37 AM,Sep 16,1,1,CHRISTMAS  SEASONAL,TREE STANDS,-0.29,0,0
631,5582712,380,5:56 PM,Jun 16,4,11.96,HEAT/SERVE,ENTREES,0,0,0
630,1108094,384,8:08 PM,Oct 11,1,11.99,BEERS/ALES,BEERALEMALT LIQUORS,0,0,0
712,8291322,448,12:15 PM,Jul 6,1,3.5,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,-0.49,0,0
731,971949,445,4:41 PM,Jul 18,2,3.34,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,-0.66,0,0
768,6464086,323,6:20 AM,Jan 17,2,3.79,BACON,BETTER FOR YOU,-3.79,0,0
718,911311,324,6:39 PM,Nov 4,1,2.27,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,-1.52,0,0
718,826249,324,7:34 PM,Feb 10,1,1.2,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.09,0,0
779,893852,343,5:18 PM,Dec 31,1,9.99,IMPORTED WINE,AUSTRALIAN/NZ WINES,0,0,0
725,845868,400,5:16 PM,Apr 11,1,1,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,-1.99,0,0
699,1026945,408,1:25 PM,Feb 19,1,3.49,SNACK NUTS,NUTS OTHER,0,0,0
771,840361,359,11:26 AM,Apr 22,1,0.79,EGGS,EGGS - LARGE,-0.25,0,0
696,859075,31742,1:33 PM,Apr 23,1,1.78,CHEESE,SHREDDED CHEESE,0,0,0
768,1096036,323,6:35 AM,Jul 7,1,1.19,CHEESE,IWS SINGLE CHEESE,-0.63,0,0
771,840361,359,11:46 PM,Apr 26,1,0.79,EGGS,EGGS - LARGE,-0.25,0,0
696,859075,31742,3:31 PM,Apr 24,1,1.78,CHEESE,SHREDDED CHEESE,0,0,0
725,1130458,400,7:03 PM,May 20,1,2,COLD CEREAL,KIDS CEREAL,-1.99,0,0
647,951590,438,7:07 PM,Aug 26,1,2.29,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0,0,0
788,12428216,360,5:40 PM,Jul 29,1,1.99,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-SEASONAL,-1.1,0,0
718,828143,324,6:15 PM,Sep 27,1,1.99,CHEESE,MISCELLANEOUS CHEESE,0,0,0
715,9333437,415,2:25 PM,Aug 31,1,4.99,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,-1.9,0,0
718,849843,324,1:02 AM,Jun 9,1,1.2,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,-0.09,0,0
696,8160319,31742,2:23 PM,Oct 27,1,0.34,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,-0.25,0,0
762,920002,31862,5:45 PM,Oct 31,1,2,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,-0.59,0,0
761,8090485,343,4:51 PM,Oct 31,1,19.99,BEERS/ALES,BEERALEMALT LIQUORS,0,0,0
680,999391,424,4:22 PM,Dec 1,1,1,HOT CEREAL,STANDARD OATMEAL,-1.49,0,0
788,5569230,360,4:41 PM,Dec 2,1,3,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-1.69,0,0
718,9706982,324,8:27 PM,Mar 30,1,0.3,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,-0.03,0,0
712,895743,448,2:24 PM,May 4,2,2.5,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,-1.48,0,0
712,914190,448,12:00 PM,Apr 6,2,2,CHEESE,CREAM CHEESE,-1.98,0,0
607,837751,432,9:18 PM,May 9,1,1.88,COLD CEREAL,KIDS CEREAL,-1.91,0,0
718,861603,327,6:21 PM,Apr 24,1,1.41,CONDIMENTS/SAUCES,BBQ SAUCE,-0.08,0,0
718,9706982,324,7:59 PM,Mar 26,1,0.33,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0,0,0
712,878775,448,12:06 PM,Oct 19,1,2.14,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,-1.05,0,0
718,820341,324,10:54 AM,Aug 12,1,5.99,NUTS,PECANS SHELLED,-1,0,0
680,1128665,424,3:41 PM,Jul 24,2,0.5,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,-0.69,0,0
712,1041796,448,1:31 PM,Oct 3,1,1.88,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,-1.51,0,0
622,866548,356,6:29 PM,Nov 27,1,12.99,BEERS/ALES,BEERALEMALT LIQUORS,0,0,0
718,1035386,324,4:49 PM,Dec 7,1,0.95,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,-0.1,0,0
725,914826,400,5:38 PM,Dec 27,1,1.99,CONDIMENTS/SAUCES,STEAK & WORCHESTER SAUCE,-0.9,0,0
699,1018769,408,8:12 PM,May 1,1,3.5,FROZEN PIZZA,PIZZA/PREMIUM,-2.99,0,0
605,925514,369,9:42 AM,Aug 4,1,0.6,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0,0,0
622,1098284,298,2:40 PM,Jun 14,1,5.79,BEERS/ALES,BEERALEMALT LIQUORS,0,0,0
762,914190,31862,3:35 PM,Sep 3,2,2,CHEESE,CREAM CHEESE,-1.98,0,0
725,1098066,400,2:25 PM,Aug 7,2,1.76,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,-0.82,0,0
699,16096969,408,8:46 AM,Sep 30,1,2.5,CANDY - PACKAGED,SEASONAL CANDY BAGS-CHOCOLATE,-0.39,0,0
740,1045220,404,3:51 PM,Nov 2,1,1,MEAT - SHELF STABLE,PASTA: CANNED,0,0,0
699,862139,408,1:51 PM,Oct 18,4,2.48,SEAFOOD - SHELF STABLE,TUNA,-0.16,0,0
607,1037340,304,10:05 PM,Oct 28,1,1,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,-0.59,0,0
786,819255,339,6:45 PM,Aug 11,1,2,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,-1.49,0,0
607,849843,372,11:17 PM,Aug 16,1,0.99,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,-0.3,0,0
768,965766,292,3:18 PM,Jun 14,1,1.67,CHEESE,IWS SINGLE CHEESE,-0.52,0,0
740,861343,404,4:36 PM,Sep 22,1,2.5,PLASTIC HOUSEWARES,DISPOSABLE FD STORAGE CONTAINR,0,0,0
699,885309,408,7:05 PM,Oct 27,1,3.19,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,0,0,0
699,12949797,408,1:14 PM,Nov 13,1,9.99,HAIR CARE PRODUCTS,HAIR CONDITIONERS AND RINSES,0,0,0
718,9527160,324,4:13 PM,Mar 19,1,2,BAG SNACKS,POTATO CHIPS,0,0,0
614,1094955,288,9:33 PM,Apr 12,1,1.54,MEAT - SHELF STABLE,SANDWICH SAUCE,0,0,0
680,15742249,359,3:30 PM,Jul 12,2,2,ANALGESICS,ADULT ANALGESICS,-1.58,0,0
622,868401,298,7:34 PM,May 8,1,0.5,MEAT - SHELF STABLE,HOT DOG CHILI SAUCE,-0.19,0,0
715,1075175,389,8:11 PM,Oct 10,1,1.88,COLD CEREAL,KIDS CEREAL,-2.51,0,0
692,9836526,335,1:34 PM,Oct 15,1,2,LUNCHMEAT,POULTRY,-0.5,0,0
696,8014645,31742,3:52 PM,Nov 23,1,2.89,REFRGRATD DOUGH PRODUCTS,MISC REFRIG DOUGH PRODUCTS,0,0,0
718,820341,324,10:34 AM,Aug 17,2,11.98,NUTS,PECANS SHELLED,-2,0,0
696,948254,358,11:33 AM,Jul 3,1,1.2,FRUIT - SHELF STABLE,FRUIT BOWL AND CUPS,-0.22,0,0
741,982485,315,8:52 PM,Jul 15,2,5.38,RICE CAKES,RICE CAKES,0,0,0
606,9527494,446,7:23 PM,Nov 6,1,2,BAG SNACKS,POTATO CHIPS,0,0,0
715,938700,354,1:28 PM,Jan 18,2,1,VEGETABLES - SHELF STABLE,CORN,-0.58,0,0
647,8090536,438,7:43 PM,Mar 22,4,10,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-8.36,0,0
764,13189991,33923,4:05 PM,Dec 23,2,7,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW SHLFSH-OTHER,-0.98,0,0
733,9368294,356,1:37 PM,Jan 4,1,1,SOAP - LIQUID & BAR,BODY WASH,-0.49,0,0
631,859010,389,12:22 PM,Apr 23,1,2,BAG SNACKS,TORTILLA/NACHO CHIPS,-0.59,0,0
712,1119454,448,11:47 AM,Apr 26,1,1.39,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,-0.9,0,0
764,1029743,33923,6:54 PM,Oct 7,1,2.79,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,0,0,0
725,998556,400,3:11 PM,Aug 27,1,1.6,SPICES & EXTRACTS,SPICES & SEASONINGS,-0.79,0,0
631,10149640,389,2:17 PM,May 23,1,5.99,BATH TISSUES,TOILET TISSUE,-3,0,0
764,1114589,33923,12:41 PM,Aug 2,2,5,COOKIES,COOKIES: HOLIDAY/SPECIAL OCCAS,-0.98,0,0
699,1026945,408,1:53 PM,Jun 7,2,6.98,SNACK NUTS,NUTS OTHER,0,0,0
764,10344585,33923,7:32 PM,Jun 12,1,2.5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,-2.19,0,0
786,15926844,339,8:49 AM,Oct 26,1,2.5,BAG SNACKS,POTATO CHIPS,0,0,0
733,965766,356,7:05 PM,Dec 4,1,1.67,CHEESE,IWS SINGLE CHEESE,-0.52,0,0
631,8119097,389,4:11 PM,Apr 28,2,2,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,0,0,0
718,1131438,324,11:03 AM,Mar 12,1,0,DINNER SAUSAGE,RED,-3.99,0,0
661,1033089,427,6:02 PM,Apr 13,1,1.5,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,-1.29,0,0
607,1114597,432,8:13 AM,Apr 27,1,0.77,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,-0.82,0,0
607,993512,432,10:00 PM,Mar 28,2,1.76,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,-0.24,0,0
761,5568378,343,9:13 AM,May 10,2,4,BAG SNACKS,TORTILLA/NACHO CHIPS,-2.58,0,0
606,993321,446,8:52 PM,May 24,1,2.99,CHIPS&SNACKS,POTATO CHIPS,0,0,0
766,1077588,322,2:16 PM,May 24,1,1.49,DISHWASH DETERGENTS,LIQUID DISH DETERGENT,-0.7,0,0
647,852303,343,4:57 PM,May 24,1,1,BEANS - CANNED GLASS & MW,PREPARED BEANS - BAKED W/PORK,-0.69,0,0
766,837677,333,7:46 PM,Aug 10,2,2,SOAP - LIQUID & BAR,LIQUID SOAP,-1.98,0,0
