householdid,productid,storeid,transactiontime,daydate,productdesc,productsubdesc,salesvalue,displayadtypedesc
712,1017127,448,10:48 AM,Apr 10,COLD CEREAL,ALL FAMILY CEREAL,3,Rear End Cap
715,12696183,389,1:19 PM,Feb 19,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.99,Front Aisle
771,1133018,318,4:12 PM,Apr 29,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,1,Rear Aisle
647,9416729,343,6:28 PM,Oct 7,HOT DOGS,PREMIUM - MEAT,3.29,In-Aisle
764,968164,33923,4:06 PM,Nov 13,SNACK NUTS,VAC PAC NUTS(CANS),2.5,Side-Aisle End Cap
718,859075,324,7:13 AM,Mar 1,CHEESE,SHREDDED CHEESE,2.51,In-Aisle
647,5564906,384,4:15 PM,Mar 4,FRZN POTATOES,FRZN TATER TOTS/OTHER EXTRUDED,1.99,Rear End Cap
788,8090537,360,9:54 AM,Mar 5,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,In-Aisle
718,1065380,324,4:36 PM,Aug 17,BAG SNACKS,PRETZELS,2.5,In-Aisle
699,1125391,408,4:08 PM,Feb 26,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,1.99,Front End Cap
768,1098066,323,6:26 AM,Jun 18,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,0.99,Other Location Display
712,981760,448,9:46 AM,Sep 26,EGGS,EGGS - X-LARGE,1,Rear Aisle
797,1029743,450,4:42 PM,Aug 27,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.49,Other Location Display
712,999104,31742,10:39 AM,Sep 27,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1.98,Rear Aisle
605,942778,448,7:04 PM,Jul 21,CRACKERS/MISC BKD FD,SNACK CRACKERS,2,In-Aisle
712,842140,448,3:06 PM,Mar 3,CHEESE,SHREDDED CHEESE,1.5,In-Aisle
716,851468,400,1:22 PM,Nov 26,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,1.75,In-Shelf
762,1054262,31862,12:50 PM,Apr 21,COLD CEREAL,KIDS CEREAL,2,Rear End Cap
696,5569327,31742,11:45 AM,Apr 21,BAG SNACKS,TORTILLA/NACHO CHIPS,2.75,Other Location Display
630,1066289,306,4:26 PM,May 3,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,1,Front End Cap
622,895680,298,6:59 PM,Sep 13,FROZEN PIZZA,PIZZA/TRADITIONAL,8,Front End Cap
788,1071342,360,3:36 PM,May 20,COLD CEREAL,ALL FAMILY CEREAL,2.98,Front End Cap
771,957089,424,12:21 PM,Jul 22,COLD CEREAL,KIDS CEREAL,2.5,Front End Cap
696,1003188,31742,5:49 PM,Aug 3,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,5,Front End Cap
725,896369,400,9:18 AM,Sep 18,PNT BTR/JELLY/JAMS,PEANUT BUTTER,1.29,Other Location Display
699,922663,408,1:20 PM,Sep 2,SHORTENING/OIL,COOKING SPRAYS,2.29,Other Location Display
712,999714,448,9:42 AM,Jun 16,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,2.09,In-Aisle
722,1051402,359,4:36 PM,Oct 11,BAKING NEEDS,BREADINGS  COATINGS CRUMBS,1,Rear End Cap
696,859075,31742,2:21 PM,Oct 17,CHEESE,SHREDDED CHEESE,5,Other Location Display
733,1022003,356,7:05 PM,Dec 4,SOUP,CONDENSED SOUP,1.32,Rear End Cap
788,1118033,360,10:11 AM,Apr 15,ICE CREAM/MILK/SHERBTS,TRADITIONAL,2.79,Front End Cap
631,921744,389,2:10 PM,Jun 10,BAG SNACKS,TORTILLA/NACHO CHIPS,1.05,Front End Cap
718,5569309,324,7:47 PM,Jun 28,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,3.99,Side-Aisle End Cap
788,985893,360,11:13 AM,Oct 18,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.09,Other Location Display
740,1065129,370,3:06 PM,May 24,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,2.99,Other Location Display
766,931671,322,2:16 PM,May 24,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,0.98,Front End Cap
712,1066252,448,12:54 PM,Sep 19,CRACKERS/MISC BKD FD,SNACK CRACKERS,2,In-Aisle
647,1037340,343,6:31 PM,Oct 12,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.88,Rear Aisle
712,987624,369,12:01 PM,Aug 25,COOKIES/CONES,PREMIUM COOKIES (EX: PEPPERIDG,2.99,In-Aisle
766,1066462,333,8:06 PM,Sep 3,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.88,Front Aisle
631,7139529,389,2:22 PM,Apr 4,CONDIMENTS/SAUCES,BBQ SAUCE,6,In-Shelf
718,1054262,324,9:30 PM,Nov 6,COLD CEREAL,KIDS CEREAL,2,Rear End Cap
761,1113274,343,10:46 AM,Dec 1,PAPER TOWELS,PAPER TOWELS & HOLDERS,4.99,Front End Cap
768,887691,323,9:20 PM,Dec 4,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,1,Front End Cap
630,994928,306,1:31 PM,Mar 8,EGGS,EGGS - MEDIUM,1,In-Aisle
696,1035386,31742,9:55 PM,Feb 4,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,2,Rear End Cap
706,5585636,421,7:29 PM,Dec 26,YOGURT,YOGURT NOT MULTI-PACKS,0.39,Rear Aisle
718,962764,324,7:31 PM,Feb 22,CANDY - PACKAGED,NOVELTY CANDY,1,Side-Aisle End Cap
661,975604,427,6:00 PM,Jan 10,EASTER,SEASONAL MISCELLANEOUS,1,Other Location Display
725,937276,400,4:07 PM,Jul 18,SHORTENING/OIL,COOKING SPRAYS,1.5,Rear Aisle
761,1103741,343,9:10 PM,Aug 28,FRUIT - SHELF STABLE,MANDARIN ORANGES/CITRUS SECT,2,In-Shelf
761,1041796,343,9:43 PM,May 28,CRACKERS/MISC BKD FD,BUTTER SPRAY CRACKER (RITZ/CLU,2,Mid-Aisle End Cap
696,841220,31742,9:47 AM,Sep 4,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,5,Rear Aisle
761,1004385,343,1:21 PM,Nov 15,CRACKERS/MISC BKD FD,CHEESE CRACKERS (CHEEZ-ITS/GOL,1.88,Mid-Aisle End Cap
607,874736,372,5:50 PM,Mar 11,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.59,Other Location Display
699,1050741,408,7:47 PM,May 2,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,5.99,In-Aisle
607,874736,372,10:37 PM,Mar 15,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.59,Other Location Display
607,874736,372,7:01 PM,Mar 17,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.59,Other Location Display
786,889779,339,6:05 PM,Oct 31,FRZN MEAT/MEAT DINNERS,SS ECONOMY ENTREES/DINNERS ALL,1,Mid-Aisle End Cap
787,957736,389,10:18 AM,Aug 14,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,13.5,Side-Aisle End Cap
786,932424,315,6:58 PM,Oct 12,BAKERY PARTY TRAYS,SUPER PREMIUM PINTS,3.99,Other Location Display
725,857849,400,2:46 PM,Jul 11,MARGARINES,MARGARINE  STICK,0.56,Other Location Display
718,1114006,324,2:08 PM,Sep 1,FROZEN PIE/DESSERTS,FROZEN FRUIT PIES  & COBBLERS,2,Other Location Display
731,10285106,355,12:02 PM,Sep 3,CANDY - PACKAGED,CANDY BARS (MULTI PACK),3,Side-Aisle End Cap
718,1030819,324,4:49 PM,Dec 7,VEGETABLES - SHELF STABLE,PEAS GREEN,2.22,Other Location Display
647,941741,343,7:47 PM,Feb 4,BAKED SWEET GOODS,SNACK CAKE - MULTI PACK,1,In-Aisle
797,1053690,450,4:57 PM,Dec 10,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,0.88,In-Aisle
601,1048200,32004,5:42 PM,Feb 12,DRY MIX DESSERTS,PUDDING&GELATIN CUPS/CANS,1,Front End Cap
716,883404,400,11:44 AM,Apr 15,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0.88,In-Aisle
771,896804,424,1:21 PM,Feb 16,FILM AND CAMERA PRODUCTS,SINGLE USE CAMERAS,3.5,Front End Cap
647,15596429,343,2:52 PM,Aug 30,CANDY - PACKAGED,CANDY BARS (MULTI PACK),1,In-Aisle
768,834117,323,3:22 PM,Jul 30,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,3.99,Rear Aisle
771,13842140,359,9:43 PM,Jun 4,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1.5,Side-Aisle End Cap
764,897125,33923,3:57 PM,Jun 6,CHEESE,GRATED CHEESE,2,Other Location Display
768,916190,343,1:54 PM,Aug 15,AIR CARE,AIR CARE - AEROSOLS,0.99,Front End Cap
725,826249,400,6:50 PM,May 7,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,0.99,Other Location Display
768,1114597,384,6:20 PM,May 11,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,0.77,Rear Aisle
718,1097001,324,6:01 PM,Oct 17,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,3,Side-Aisle End Cap
755,993171,388,5:33 PM,May 28,SNKS/CKYS/CRKR/CNDY,BARS - GRANOLA/SNACK,2.5,Side-Aisle End Cap
725,893018,400,2:26 PM,Jul 4,CHEESE,IWS SINGLE CHEESE,2,In-Aisle
731,858014,384,4:10 PM,Feb 26,SINUS AND ALLERGY,SINUS AND ALLERGY,15.98,In-Aisle
696,1124729,339,4:27 PM,Jul 24,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.6,In-Aisle
607,994928,432,9:11 PM,Dec 1,EGGS,EGGS - MEDIUM,1.34,Rear Aisle
712,7139529,448,11:02 AM,Mar 13,CONDIMENTS/SAUCES,BBQ SAUCE,3,Other Location Display
725,883404,400,12:25 PM,Apr 17,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,0.88,In-Aisle
771,13511811,359,10:52 PM,Sep 24,FROZEN PIZZA,SNACKS/APPETIZERS,3,Rear End Cap
771,929018,359,10:26 PM,May 7,BACON,PRE-COOKED,2.69,Front Aisle
647,986727,343,2:58 PM,Aug 22,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,5.99,In-Aisle
725,826249,400,12:36 PM,Jun 11,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,0.88,In-Aisle
771,846114,293,11:34 AM,Sep 2,DINNER MXS:DRY,STUFFING MIXES,1.79,In-Aisle
706,949965,384,7:09 PM,Oct 10,DINNER SAUSAGE,SMOKED/COOKED,3.99,In-Aisle
718,929309,324,12:03 PM,Oct 15,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,1.25,In-Shelf
716,1098066,400,5:09 PM,Apr 15,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,0.79,Other Location Display
607,960942,372,6:10 PM,Apr 4,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,1,Front Aisle
631,985160,389,4:40 PM,Feb 25,HEAT/SERVE,ENTREES,3.99,Rear Aisle
725,1098066,400,6:50 PM,May 7,BAKED BREAD/BUNS/ROLLS,HOT DOG BUNS,0.99,Other Location Display
731,9527160,329,3:42 PM,May 28,BAG SNACKS,POTATO CHIPS,2.14,Front Aisle
766,8090532,322,1:18 PM,Jun 16,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,Rear Aisle
696,12604354,31742,11:36 AM,Sep 26,CHRISTMAS  SEASONAL,TREE STANDS,0.97,Rear End Cap
718,950894,324,10:51 AM,Jul 23,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,4,Rear Aisle
718,1003616,324,4:54 PM,Jan 22,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,5,In-Aisle
771,849100,359,1:40 PM,Nov 15,LAUNDRY DETERGENTS,LIQUID LAUNDRY DETERGENTS,1.99,Rear End Cap
605,893018,369,11:04 AM,Apr 7,CHEESE,IWS SINGLE CHEESE,2.29,Rear Aisle
718,859075,324,2:04 PM,Feb 8,CHEESE,SHREDDED CHEESE,4.95,Other Location Display
696,1131550,31742,8:55 PM,Jul 13,FRZN BREAKFAST FOODS,WAFFLES/PANCAKES/FRENCH TOAST,2,Other Location Display
706,6703892,343,2:48 PM,Aug 27,ORAL HYGIENE PRODUCTS,TOOTHPASTE,1,Front Aisle
718,15596515,324,6:42 PM,May 24,COLD CEREAL,KIDS CEREAL,1.49,Front End Cap
614,15926885,288,1:52 PM,Sep 26,BAG SNACKS,BAGGED CHEESE SNACKS,1.5,Front End Cap
630,923673,306,12:03 PM,Aug 3,COLD CEREAL,ADULT CEREAL,3,Front End Cap
761,919534,343,11:39 AM,Oct 2,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,2.74,In-Aisle
761,5568378,343,11:39 AM,Oct 2,BAG SNACKS,TORTILLA/NACHO CHIPS,2.75,In-Aisle
696,1126899,31742,10:33 PM,Oct 3,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,4.58,Front End Cap
733,843306,356,11:00 AM,Sep 2,FRUIT - SHELF STABLE,PINEAPPLE,1,In-Shelf
699,893118,408,9:08 AM,Dec 6,CHEESE,SHREDDED CHEESE,5,In-Aisle
766,8090532,322,5:25 PM,Jun 10,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,Rear Aisle
718,9858748,324,9:53 AM,Oct 23,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.34,Front Aisle
718,883404,324,5:08 PM,Jul 20,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,2.42,Other Location Display
764,13190340,33923,9:22 AM,Jan 17,CANDY - PACKAGED,EASTER GIFTWARE/DECOR,1,In-Aisle
768,845705,323,6:28 AM,Mar 25,REFRGRATD DOUGH PRODUCTS,REFRIGERATED SPECILATY ROLLS,1.34,In-Aisle
718,965378,324,12:15 PM,Nov 19,COOKIES/CONES,CONES,2.07,Other Location Display
788,994928,360,6:35 PM,Mar 4,EGGS,EGGS - MEDIUM,0.34,Rear Aisle
788,1095700,360,6:35 PM,Mar 4,DINNER SAUSAGE,SMOKED/COOKED,0.99,Rear Aisle
725,892008,400,11:49 AM,Mar 5,MEAT - SHELF STABLE,PASTA: CANNED,2,Other Location Display
699,902167,408,1:40 PM,Dec 4,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,1,Front End Cap
718,917384,324,1:03 PM,Jul 6,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,11.99,Rear End Cap
718,840601,324,5:15 PM,Sep 10,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,1,In-Aisle
647,7409874,343,12:45 PM,Apr 27,BAG SNACKS,TORTILLA/NACHO CHIPS,2.75,In-Aisle
761,923673,343,12:12 PM,Jul 16,COLD CEREAL,ADULT CEREAL,1.5,Front End Cap
607,990335,432,9:18 PM,May 9,COLD CEREAL,ALL FAMILY CEREAL,1.88,Rear End Cap
696,1101980,31742,1:11 AM,Apr 27,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,5,Front End Cap
715,1033615,354,12:12 PM,Apr 26,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,0.99,Other Location Display
696,7410342,31742,3:24 PM,Jun 25,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,2,Front End Cap
718,1131974,324,6:27 PM,Sep 2,BAKED BREAD/BUNS/ROLLS,DINNER ROLLS,1.31,In-Aisle
786,1022956,339,8:53 AM,Jan 19,ELECTRICAL SUPPPLIES,INSIDE FROST BULBS,0.82,Mid-Aisle End Cap
696,849843,31742,6:09 PM,Apr 8,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,2,In-Aisle
725,883404,400,2:08 PM,Feb 5,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1.76,Side-Aisle End Cap
718,859075,324,5:51 PM,Feb 5,CHEESE,SHREDDED CHEESE,3.3,Other Location Display
712,12132685,448,12:36 PM,Feb 7,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-CHUB,2,In-Aisle
696,882830,31742,3:34 PM,Feb 11,WAREHOUSE SNACKS,CANISTER POTATO/TORT CHIPS,1,Rear End Cap
699,5569845,408,8:26 PM,Apr 10,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,In-Aisle
731,13007600,445,4:16 PM,Dec 30,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1,In-Aisle
647,834117,343,12:19 PM,Mar 16,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,3.79,Side-Aisle End Cap
725,871756,400,11:30 AM,Mar 18,SALD DRSNG/SNDWCH SPRD,SEMI-SOLID SALAD DRESSING MAY,3.15,Front End Cap
761,1068719,343,12:02 PM,Aug 25,SUGARS/SWEETNERS,SUGAR,1.89,Rear End Cap
768,839753,323,2:17 PM,Jun 1,SOUP,RAMEN NOODLES/RAMEN CUPS,0.2,Rear End Cap
696,1126899,31742,2:30 PM,Oct 5,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,4.58,Front End Cap
786,989069,339,8:30 AM,Sep 27,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,2.99,Rear Aisle
764,954351,33923,3:33 PM,Aug 12,FD WRAPS/BAGS/TRSH BG,COOKING BAGS,1.59,Rear Aisle
718,1038217,324,12:10 PM,Jun 30,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1.29,Front End Cap
696,1126899,31742,4:25 PM,Sep 30,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.29,Front End Cap
699,12302114,408,8:34 AM,Sep 30,COLD AND FLU,COLD AND FLU,4.99,Side-Aisle End Cap
768,914190,323,9:08 AM,Sep 30,CHEESE,CREAM CHEESE,1,Other Location Display
764,1104414,33923,3:08 PM,Sep 9,CRACKERS/MISC BKD FD,SNACK CRACKERS,1.88,Rear Aisle
661,937292,330,9:18 AM,Sep 9,BACON,ECONOMY,2.5,Rear Aisle
631,5585635,389,12:48 PM,Nov 3,YOGURT,YOGURT NOT MULTI-PACKS,0.4,In-Aisle
740,1136361,404,4:52 PM,Nov 4,AIR CARE,AIR CARE - AEROSOLS,1,Rear End Cap
768,970119,339,12:19 PM,Nov 5,MILK BY-PRODUCTS,COTTAGE CHEESE,1,Rear Aisle
764,17215097,33923,7:47 PM,Nov 11,HAIR CARE PRODUCTS,HAIR CONDITIONERS AND RINSES,3.33,Rear End Cap
764,856252,33923,4:06 PM,Nov 13,FROZEN PIZZA,SNACKS/APPETIZERS,1.77,Front End Cap
712,834117,31742,11:02 AM,Apr 21,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,3.99,In-Aisle
712,1051989,448,10:35 AM,Apr 4,DINNER SAUSAGE,SMOKED/COOKED,2.5,Rear Aisle
712,998558,448,12:06 PM,Oct 19,MEAT - SHELF STABLE,CHILI: CANNED,2,In-Shelf
762,843911,432,3:15 PM,May 27,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,2.51,Front End Cap
696,12604396,31742,10:37 AM,Sep 16,CHRISTMAS  SEASONAL,TREE STANDS,1,Rear Aisle
712,1075214,338,11:56 AM,Jun 1,BATH TISSUES,TOILET TISSUE,5.99,Front End Cap
766,905059,333,7:46 PM,Aug 10,SOAP - LIQUID & BAR,LIQUID SOAP,1,Rear End Cap
631,5582712,380,5:56 PM,Jun 16,HEAT/SERVE,ENTREES,11.96,Rear Aisle
630,1108094,384,8:08 PM,Oct 11,BEERS/ALES,BEERALEMALT LIQUORS,11.99,In-Aisle
712,8291322,448,12:15 PM,Jul 6,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,3.5,Other Location Display
605,7410016,369,7:56 PM,Oct 1,FRZN VEGETABLE/VEG DSH,FRZN BOXED VEGETABLES- VALUE A,1,Mid-Aisle End Cap
768,915390,323,6:59 PM,Sep 7,FROZEN PIE/DESSERTS,FROZEN FRUIT PIES  & COBBLERS,2,Front End Cap
647,902396,421,9:19 PM,Oct 3,PAPER HOUSEWARES,PLASTIC CUPS,2,In-Aisle
779,5569230,343,7:54 PM,Nov 27,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,2.5,Rear Aisle
771,1061220,359,1:08 PM,Feb 23,REFRGRATD DOUGH PRODUCTS,REFRIGERATED BISCUITS REGULAR,1,Side-Aisle End Cap
755,13417249,382,5:51 PM,Jan 11,CHIPS&SNACKS,SPECIALTY CHIPS (SOY CRISPS/PI,3.49,In-Aisle
771,1135768,359,7:42 PM,Jul 13,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,1,Front End Cap
715,937292,415,2:38 PM,Sep 12,BACON,ECONOMY,2.5,Rear Aisle
725,1130458,400,7:03 PM,May 20,COLD CEREAL,KIDS CEREAL,2,Rear End Cap
647,951590,438,7:07 PM,Aug 26,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,2.29,In-Aisle
718,828143,324,6:15 PM,Sep 27,CHEESE,MISCELLANEOUS CHEESE,1.99,Rear Aisle
715,9333437,415,2:25 PM,Aug 31,FRZN MEAT/MEAT DINNERS,FRZN MULTI SERVE ENTREES ALL,4.99,Rear End Cap
718,849843,324,1:02 AM,Jun 9,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHEAT/MULTIGRAIN BR,1.2,Other Location Display
733,8014645,356,11:00 AM,Sep 2,REFRGRATD DOUGH PRODUCTS,MISC REFRIG DOUGH PRODUCTS,2,Rear Aisle
680,999391,424,4:22 PM,Dec 1,HOT CEREAL,STANDARD OATMEAL,1,Rear End Cap
788,5569230,360,4:41 PM,Dec 2,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,3,In-Aisle
699,5585701,408,6:11 PM,Apr 3,CHEESE,SHREDDED CHEESE,2.5,In-Aisle
718,976621,324,5:00 PM,Aug 3,VEGETABLES - SHELF STABLE,MIXED VEGETABLES,0.74,In-Shelf
715,981760,354,1:17 PM,Oct 19,EGGS,EGGS - X-LARGE,2,Rear Aisle
622,883404,298,7:53 PM,Jun 10,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1.29,Other Location Display
692,826249,335,3:48 PM,Jun 14,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,0.88,Other Location Display
712,8291322,448,10:39 AM,Jul 1,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,7,Other Location Display
731,971949,445,4:41 PM,Jul 18,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,3.34,Front End Cap
768,6464086,323,6:20 AM,Jan 17,BACON,BETTER FOR YOU,3.79,Rear Aisle
718,911311,324,6:39 PM,Nov 4,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/T,2.27,Rear End Cap
771,840361,359,11:26 AM,Apr 22,EGGS,EGGS - LARGE,0.79,Side-Aisle End Cap
696,859075,31742,1:33 PM,Apr 23,CHEESE,SHREDDED CHEESE,1.78,Other Location Display
768,1096036,323,6:35 AM,Jul 7,CHEESE,IWS SINGLE CHEESE,1.19,In-Aisle
771,840361,359,11:46 PM,Apr 26,EGGS,EGGS - LARGE,0.79,Side-Aisle End Cap
696,859075,31742,3:31 PM,Apr 24,CHEESE,SHREDDED CHEESE,1.78,Other Location Display
696,8160319,31742,2:23 PM,Oct 27,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.34,Other Location Display
762,920002,31862,5:45 PM,Oct 31,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,2,In-Aisle
761,8090485,343,4:51 PM,Oct 31,BEERS/ALES,BEERALEMALT LIQUORS,19.99,Side-Aisle End Cap
761,1056509,343,1:21 PM,Nov 15,MILK BY-PRODUCTS,COTTAGE CHEESE,1.99,In-Aisle
761,5569471,343,1:21 PM,Nov 15,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,5.5,In-Aisle
768,1096036,323,1:16 PM,Nov 23,CHEESE,IWS SINGLE CHEESE,1.25,In-Aisle
706,1129822,343,8:30 PM,Apr 28,CANDY - PACKAGED,CHEWING GUM,0.5,Front Aisle
647,905809,438,11:09 PM,Mar 15,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,1.99,Side-Aisle End Cap
768,962229,323,6:19 AM,Oct 18,BAKED BREAD/BUNS/ROLLS,MAINSTREAM WHITE BREAD,1.25,In-Aisle
725,1062782,400,10:53 AM,May 18,PNT BTR/JELLY/JAMS,JELLY,1,Rear End Cap
766,1113274,333,5:43 PM,Aug 21,PAPER TOWELS,PAPER TOWELS & HOLDERS,5.5,Front End Cap
718,892920,324,3:32 PM,Oct 11,VEGETABLES - SHELF STABLE,CORN,2.96,In-Shelf
601,12385478,32004,6:07 PM,Aug 22,POPCORN,POPCORN - MICROWAVE,2,Rear End Cap
786,823704,339,10:26 AM,Oct 12,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,2.5,Rear Aisle
762,12599585,391,8:38 PM,Jul 8,BAKED BREAD/BUNS/ROLLS,PREMIUM BREAD,2.15,In-Shelf
647,990688,438,5:42 PM,Oct 14,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,2.14,Front End Cap
786,1106523,339,9:17 AM,Nov 10,FLUID MILK PRODUCTS,FLUID MILK WHITE ONLY,2.42,Front End Cap
771,1056746,359,10:43 AM,Feb 6,MILK BY-PRODUCTS,COTTAGE CHEESE,1,Side-Aisle End Cap
753,920109,396,4:07 PM,Dec 11,COLD CEREAL,ADULT CEREAL,2.5,Rear End Cap
718,826249,324,7:34 PM,Feb 10,BAKED BREAD/BUNS/ROLLS,HAMBURGER BUNS,1.2,Other Location Display
779,893852,343,5:18 PM,Dec 31,IMPORTED WINE,AUSTRALIAN/NZ WINES,9.99,Side-Aisle End Cap
725,845868,400,5:16 PM,Apr 11,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,1,Front End Cap
699,1026945,408,1:25 PM,Feb 19,SNACK NUTS,NUTS OTHER,3.49,Side-Aisle End Cap
788,12428216,360,5:40 PM,Jul 29,REFRGRATD DOUGH PRODUCTS,REFRIGERATED COOKIES-SEASONAL,1.99,Rear Aisle
699,1095374,408,1:53 PM,Nov 7,HOT DOGS,PREMIUM - MEAT,2.99,Rear Aisle
647,867668,343,7:30 PM,Nov 13,CRACKERS/MISC BKD FD,SOUP CRACKERS (SALTINE/OYSTER),1,Front End Cap
786,937845,448,10:53 AM,Nov 14,PASTA SAUCE,MAINSTREAM,1,Other Location Display
718,9706982,324,7:59 PM,Mar 26,CANDY - CHECKLANE,CANDY BARS (SINGLES)(INCLUDING,0.33,Front Aisle
712,878775,448,12:06 PM,Oct 19,FRZN MEAT/MEAT DINNERS,FRZN SS PREMIUM ENTREES/DNRS/N,2.14,Rear End Cap
718,820341,324,10:34 AM,Aug 17,NUTS,PECANS SHELLED,11.98,In-Aisle
696,948254,358,11:33 AM,Jul 3,FRUIT - SHELF STABLE,FRUIT BOWL AND CUPS,1.2,In-Shelf
